Timestep,Sector,Num CellSmutans,OccupiedSpace CellSmutans,Target CellSmutans,Num CellSmitis,OccupiedSpace CellSmitis,Target CellSmitis,Num Macromoleculeahl,OccupiedSpace Macromoleculeahl,Diffusion Rate Macromoleculeahl,Target Macromoleculeahl,EmptySpace Sector
0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.2921511627906977,0.29215116279069764,0.0,0.2626943005181347,0.7078488372062566
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04098837209302326,0.04098837209302325,0.0,0.17357512953367873,0.9590116279141512
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.00872093023255814,0.00872093023255814,0.0,0.07823834196891191,0.991279069770826
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362694300518133,1.0
0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.7046511627906976,0.7046511627906977,0.0,0.36994818652849737,0.2953488372004358
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3136627906976744,0.31366279069767444,0.0,0.583419689119171,0.6863372092921054
0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.08953488372093023,0.08953488372093023,0.0,0.2316062176165803,0.9104651162779192
0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03989637305699482,1.0
150,0,0.0,0.0,0.0,1.0,0.0,1.0,0.14738372093023255,0.14738372093023255,0.0,0.10207253886010362,0.8526162790803937
150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.09738372093023255,0.09738372093023256,0.0,0.17772020725388601,0.9026162790833041
150,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0438953488372093,0.0438953488372093,0.0,0.08031088082901554,0.9561046511662425
150,3,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372093,0.005813953488372093,0.0,0.035233160621761656,0.9941860465041827
150,4,1.0,0.0,1.0,0.0,0.0,0.0,0.20755813953488372,0.20755813953488372,0.0,0.18704663212435232,0.7924418604525272
150,5,0.0,0.0,0.0,0.0,0.0,0.0,0.32732558139534884,0.32732558139534884,0.0,0.5170984455958549,0.6726744186016731
150,6,0.0,0.0,0.0,0.0,0.0,0.0,0.12994186046511627,0.1299418604651163,0.0,0.19378238341968912,0.8700581395387417
150,7,0.0,0.0,0.0,0.0,0.0,0.0,0.022383720930232557,0.022383720930232557,0.0,0.08652849740932642,0.9776162790803937
300,0,0.0,0.0,0.0,1.0,0.0,1.0,0.05726744186046512,0.05726744186046512,0.0,0.05854922279792746,0.9427325581491459
300,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0997093023255814,0.09970930232558141,0.0,0.16683937823834197,0.9002906976820668
300,2,0.0,0.0,0.0,0.0,0.0,0.0,0.04505813953488372,0.045058139534883725,0.0,0.07202072538860103,0.9549418604728999
300,3,0.0,0.0,0.0,0.0,0.0,0.0,0.019767441860465116,0.019767441860465116,0.0,0.04248704663212435,0.9802325581404148
300,4,1.0,0.0,1.0,0.0,0.0,0.0,0.10494186046511628,0.10494186046511628,0.0,0.13316062176165802,0.8950581395329209
300,5,0.0,0.0,0.0,0.0,0.0,0.0,0.29011627906976745,0.29011627906976745,0.0,0.4792746113989637,0.7098837209341582
300,6,0.0,0.0,0.0,0.0,0.0,0.0,0.10872093023255813,0.10872093023255812,0.0,0.17202072538860103,0.8912790697650053
300,7,0.0,0.0,0.0,0.0,0.0,0.0,0.04854651162790698,0.04854651162790697,0.0,0.10155440414507771,0.9514534883783199
450,0,0.0,0.0,0.0,1.0,0.0,1.0,0.032848837209302324,0.032848837209302324,0.0,0.043005181347150256,0.9671511627966538
450,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0936046511627907,0.0936046511627907,0.0,0.15751295336787563,0.9063953488366678
450,2,0.0,0.0,0.0,0.0,0.0,0.0,0.04040697674418604,0.04040697674418605,0.0,0.05854922279792746,0.9595930232608225
450,3,0.0,0.0,0.0,0.0,0.0,0.0,0.02383720930232558,0.023837209302325583,0.0,0.03937823834196891,0.9761627906991635
450,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0747093023255814,0.07470930232558139,0.0,0.1238341968911917,0.925290697676246
450,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2688953488372093,0.2688953488372093,0.0,0.44974093264248705,0.7311046511458699
450,6,0.0,0.0,0.0,0.0,0.0,0.0,0.09651162790697675,0.09651162790697675,0.0,0.16476683937823833,0.9034883720887592
450,7,0.0,0.0,0.0,0.0,0.0,0.0,0.05697674418604651,0.056976744186046514,0.0,0.10621761658031087,0.9430232558224816
600,0,0.0,0.0,0.0,1.0,0.0,1.0,0.024127906976744187,0.024127906976744187,0.0,0.030569948186528497,0.9758720930258278
600,1,0.0,0.0,0.0,0.0,0.0,0.0,0.08837209302325581,0.08837209302325581,0.0,0.13575129533678756,0.9116279069712618
600,2,0.0,0.0,0.0,0.0,0.0,0.0,0.032848837209302324,0.032848837209302324,0.0,0.05284974093264248,0.9671511627966538
600,3,0.0,0.0,0.0,0.0,0.0,0.0,0.022093023255813953,0.022093023255813953,0.0,0.038341968911917094,0.9779069767537294
600,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0694767441860465,0.0694767441860465,0.0,0.12590673575129532,0.930523255825392
600,5,0.0,0.0,0.0,0.0,0.0,0.0,0.25232558139534883,0.25232558139534883,0.0,0.3735751295336787,0.7476744186133146
600,6,0.0,0.0,0.0,0.0,0.0,0.0,0.09244186046511628,0.09244186046511628,0.0,0.13678756476683937,0.9075581395445624
600,7,0.0,0.0,0.0,0.0,0.0,0.0,0.059593023255813955,0.059593023255813955,0.0,0.12590673575129532,0.9404069767479086
750,0,0.0,0.0,0.0,1.0,0.0,1.0,0.017151162790697675,0.017151162790697675,0.0,0.02020725388601036,0.9828488372149877
750,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07616279069767441,0.07616279069767443,0.0,0.12279792746113989,0.9238372093095677
750,2,0.0,0.0,0.0,0.0,0.0,0.0,0.029651162790697676,0.029651162790697676,0.0,0.04196891191709844,0.9703488372178981
750,3,0.0,0.0,0.0,0.0,0.0,0.0,0.021511627906976742,0.021511627906976746,0.0,0.04455958549222798,0.9784883721004007
750,4,1.0,0.0,1.0,0.0,0.0,0.0,0.07063953488372093,0.07063953488372092,0.0,0.11295336787564766,0.9293604651174974
750,5,0.0,0.0,0.0,0.0,0.0,0.0,0.20959302325581394,0.209593023255814,0.0,0.32953367875647666,0.7904069767537294
750,6,0.0,0.0,0.0,0.0,0.0,0.0,0.07674418604651162,0.07674418604651162,0.0,0.11813471502590674,0.9232558139628964
750,7,0.0,0.0,0.0,0.0,0.0,0.0,0.07063953488372093,0.07063953488372092,0.0,0.12227979274611399,0.9293604651174974
900,0,0.0,0.0,0.0,1.0,0.0,1.0,0.011337209302325582,0.011337209302325582,0.0,0.014507772020725389,0.988662790710805
900,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0688953488372093,0.0688953488372093,0.0,0.09067357512953367,0.9311046511575114
