Timestep,Sector,Num CellSmutans,OccupiedSpace CellSmutans,Target CellSmutans,Num CellSmitis,OccupiedSpace CellSmitis,Target CellSmitis,Num Macromoleculeahl,OccupiedSpace Macromoleculeahl,Diffusion Rate Macromoleculeahl,Target Macromoleculeahl,EmptySpace Sector
0,0,1,0.5235987755982988,1,0,0.0,0,1571,7.83778691714055e-06,1.0,1237,4.064268386614783
0,1,0,0.0,0,0,0.0,0,1329,6.630438455047607e-06,1.0,1318,4.587868369561544
0,2,0,0.0,0,0,0.0,0,1136,5.667553111312326e-06,1.0,1064,4.587869332446888
0,3,0,0.0,0,0,0.0,0,964,4.809437675444615e-06,1.0,971,4.587870190562324
0,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
0,5,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
0,6,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
0,7,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
10,0,1,0.5235987755982988,1,0,0.0,0,1237,6.171446477723017e-06,1.0,1159,4.064270052955223
10,1,0,0.0,0,0,0.0,0,1318,6.575558979497928e-06,1.0,1302,4.58786842444102
10,2,0,0.0,0,0,0.0,0,1064,5.308341998623517e-06,1.0,1020,4.587869691658001
10,3,0,0.0,0,0,0.0,0,971,4.844360978067138e-06,1.0,976,4.587870155639021
10,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
10,5,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
10,6,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
10,7,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
20,0,1,0.5235987755982988,1,0,0.0,0,1159,5.782301105643474e-06,1.0,1081,4.064270442100595
20,1,0,0.0,0,0,0.0,0,1302,6.495734287789303e-06,1.0,1288,4.587868504265712
20,2,0,0.0,0,0,0.0,0,1020,5.0888240964248e-06,1.0,988,4.587869911175903
20,3,0,0.0,0,0,0.0,0,976,4.869306194226084e-06,1.0,980,4.587870130693806
20,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
20,5,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
20,6,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
20,7,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
30,0,1,0.5235987755982988,1,0,0.0,0,1081,5.3931557335639305e-06,1.0,1022,4.064270831245967
30,1,0,0.0,0,0,0.0,0,1288,6.425887682544257e-06,1.0,1280,4.587868574112317
30,2,0,0.0,0,0,0.0,0,988,4.9291747130075515e-06,1.0,958,4.587870070825287
30,3,0,0.0,0,0,0.0,0,980,4.88926236715324e-06,1.0,981,4.587870110737632
30,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
30,5,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
30,6,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
30,7,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
40,0,1,0.5235987755982988,1,0,0.0,0,1022,5.098802182888378e-06,1.0,975,4.064271125599518
40,1,0,0.0,0,0,0.0,0,1280,6.3859753366899454e-06,1.0,1267,4.5878686140246625
40,2,0,0.0,0,0,0.0,0,958,4.779503416053881e-06,1.0,934,4.587870220496583
40,3,0,0.0,0,0,0.0,0,981,4.894251410385029e-06,1.0,984,4.587870105748589
40,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
40,5,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
40,6,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
40,7,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
50,0,1,0.5235987755982988,1,0,0.0,0,975,4.864317150994295e-06,1.0,924,4.0642713600845495
50,1,0,0.0,0,0,0.0,0,1267,6.321117774676688e-06,1.0,1257,4.5878686788822245
50,2,0,0.0,0,0,0.0,0,934,4.659766378490944e-06,1.0,888,4.587870340233621
50,3,0,0.0,0,0,0.0,0,984,4.9092185400803956e-06,1.0,992,4.587870090781459
50,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
50,5,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
50,6,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
50,7,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
60,0,1,0.5235987755982988,1,0,0.0,0,924,4.609875946173054e-06,1.0,867,4.0642716145257545
60,1,0,0.0,0,0,0.0,0,1257,6.271227342358798e-06,1.0,1236,4.587868728772657
60,2,0,0.0,0,0,0.0,0,888,4.43027038982865e-06,1.0,871,4.58787056972961
60,3,0,0.0,0,0,0.0,0,992,4.9491308859347075e-06,1.0,996,4.587870050869114
60,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
60,5,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
60,6,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
60,7,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
70,0,1,0.5235987755982988,1,0,0.0,0,867,4.32550048196108e-06,1.0,835,4.064271898901219
70,1,0,0.0,0,0,0.0,0,1236,6.166457434491228e-06,1.0,1225,4.587868833542565
70,2,0,0.0,0,0,0.0,0,871,4.345456654888236e-06,1.0,853,4.5878706545433445
70,3,0,0.0,0,0,0.0,0,996,4.9690870588618635e-06,1.0,996,4.58787003091294
70,4,0,0.0,0,0,0.0,0,0,0.0,1.0,0,4.5878749999999995
