Prev_Sector,Sector,Moved_Cells,Timestep
2.0,2,1021,1400
3.0,1,2,1400
3.0,3,982,1400
0.0,0,1466,1410
1.0,1,1526,1410
1.0,2,2,1410
2.0,1,1,1410
2.0,2,1022,1410
3.0,0,1,1410
3.0,1,1,1410
3.0,3,981,1410
0.0,0,1467,1420
1.0,1,1526,1420
1.0,2,1,1420
1.0,3,2,1420
2.0,2,1024,1420
3.0,1,1,1420
3.0,3,980,1420
0.0,0,1466,1430
0.0,2,1,1430
1.0,1,1524,1430
1.0,2,2,1430
2.0,0,3,1430
2.0,2,1022,1430
3.0,3,982,1430
0.0,0,1468,1440
0.0,2,1,1440
1.0,1,1524,1440
2.0,1,2,1440
2.0,2,1023,1440
3.0,0,2,1440
3.0,1,1,1440
3.0,3,979,1440
0.0,0,1467,1450
0.0,2,1,1450
0.0,3,2,1450
1.0,1,1527,1450
1.0,2,2,1450
2.0,2,1024,1450
3.0,0,1,1450
3.0,3,978,1450
0.0,0,1465,1460
0.0,2,3,1460
1.0,1,1523,1460
1.0,2,1,1460
1.0,3,1,1460
2.0,1,1,1460
2.0,2,1026,1460
3.0,0,1,1460
3.0,3,979,1460
0.0,0,1466,1470
1.0,0,1,1470
1.0,1,1521,1470
1.0,3,2,1470
2.0,1,2,1470
2.0,2,1028,1470
3.0,1,3,1470
3.0,3,977,1470
0.0,0,1467,1480
1.0,1,1525,1480
1.0,2,1,1480
2.0,0,1,1480
2.0,2,1027,1480
3.0,1,1,1480
3.0,3,978,1480
0.0,0,1467,1490
0.0,2,1,1490
1.0,1,1523,1490
1.0,2,1,1490
1.0,3,2,1490
2.0,2,1028,1490
3.0,0,2,1490
3.0,3,976,1490
0.0,0,1469,1500
0.0,3,1,1500
1.0,1,1524,1500
2.0,1,3,1500
2.0,2,1027,1500
3.0,0,1,1500
3.0,3,977,1500
0.0,0,1469,1510
0.0,3,1,1510
1.0,1,1524,1510
1.0,2,1,1510
1.0,3,1,1510
2.0,0,1,1510
2.0,1,1,1510
2.0,2,1025,1510
3.0,0,1,1510
3.0,1,1,1510
3.0,3,976,1510
0.0,0,1467,1520
0.0,2,1,1520
0.0,3,2,1520
1.0,1,1523,1520
1.0,2,2,1520
1.0,3,1,1520
2.0,1,1,1520
2.0,2,1025,1520
3.0,0,1,1520
3.0,3,977,1520
0.0,0,1468,1530
1.0,1,1524,1530
2.0,1,3,1530
2.0,2,1025,1530
3.0,0,1,1530
3.0,1,1,1530
3.0,3,978,1530
0.0,0,1469,1540
1.0,1,1528,1540
2.0,2,1025,1540
3.0,3,978,1540
0.0,0,1469,1550
0.0,2,1,1550
1.0,1,1528,1550
1.0,2,1,1550
2.0,2,1026,1550
3.0,3,978,1550
0.0,0,1465,1560
0.0,3,4,1560
1.0,1,1525,1560
1.0,2,2,1560
2.0,0,1,1560
2.0,1,2,1560
2.0,2,1024,1560
3.0,0,1,1560
3.0,3,977,1560
0.0,0,1464,1570
0.0,2,1,1570
0.0,3,1,1570
1.0,1,1525,1570
1.0,2,1,1570
1.0,3,1,1570
2.0,0,1,1570
2.0,2,1025,1570
3.0,0,4,1570
3.0,3,977,1570
0.0,0,1464,1580
0.0,2,2,1580
0.0,3,3,1580
1.0,1,1525,1580
2.0,0,1,1580
2.0,1,3,1580
2.0,2,1023,1580
3.0,1,1,1580
3.0,3,978,1580
0.0,0,1462,1590
0.0,2,1,1590
0.0,3,2,1590
1.0,1,1528,1590
1.0,2,1,1590
2.0,2,1025,1590
3.0,0,1,1590
3.0,3,980,1590
0.0,0,1462,1600
0.0,2,1,1600
1.0,1,1526,1600
1.0,3,2,1600
2.0,1,1,1600
2.0,2,1026,1600
3.0,1,2,1600
3.0,3,980,1600
0.0,0,1461,1610
0.0,3,1,1610
1.0,1,1529,1610
2.0,2,1027,1610
3.0,0,1,1610
3.0,1,1,1610
3.0,3,980,1610
0.0,0,1461,1620
0.0,3,1,1620
1.0,1,1527,1620
1.0,2,1,1620
1.0,3,2,1620
2.0,0,1,1620
2.0,1,1,1620
2.0,2,1025,1620
3.0,0,2,1620
3.0,3,979,1620
0.0,0,1462,1630
0.0,2,1,1630
0.0,3,2,1630
1.0,1,1527,1630
1.0,2,1,1630
2.0,0,2,1630
2.0,1,1,1630
2.0,2,1023,1630
3.0,3,982,1630
0.0,0,1462,1640
0.0,2,1,1640
1.0,1,1527,1640
1.0,2,1,1640
2.0,0,1,1640
2.0,2,1024,1640
3.0,0,1,1640
3.0,3,983,1640
0.0,0,1461,1650
0.0,2,3,1650
1.0,1,1526,1650
1.0,3,1,1650
2.0,1,1,1650
2.0,2,1025,1650
3.0,0,1,1650
3.0,3,982,1650
0.0,0,1461,1660
0.0,3,1,1660
1.0,1,1527,1660
2.0,0,1,1660
2.0,1,1,1660
2.0,2,1026,1660
3.0,1,1,1660
3.0,3,982,1660
0.0,0,1462,1670
1.0,1,1528,1670
1.0,2,1,1670
2.0,2,1026,1670
3.0,0,1,1670
3.0,3,983,1670
0.0,0,1461,1680
0.0,2,2,1680
1.0,1,1526,1680
1.0,3,2,1680
2.0,0,1,1680
2.0,2,1026,1680
3.0,3,982,1680
0.0,0,1461,1690
0.0,3,1,1690
1.0,1,1525,1690
1.0,2,1,1690
2.0,2,1028,1690
3.0,3,984,1690
0.0,0,1461,1700
0.0,2,1,1700
1.0,1,1525,1700
2.0,0,1,1700
2.0,1,1,1700
2.0,2,1027,1700
3.0,3,985,1700
0.0,0,1460,1710
0.0,3,1,1710
1.0,1,1525,1710
1.0,2,1,1710
2.0,0,1,1710
2.0,2,1027,1710
3.0,1,1,1710
3.0,3,984,1710
0.0,0,1461,1720
1.0,1,1526,1720
2.0,2,1028,1720
3.0,0,1,1720
3.0,1,2,1720
3.0,3,982,1720
0.0,0,1463,1730
0.0,3,1,1730
1.0,1,1527,1730
1.0,3,1,1730
2.0,1,1,1730
2.0,2,1027,1730
3.0,3,982,1730
0.0,0,1461,1740
1.0,1,1527,1740
1.0,3,1,1740
2.0,2,1027,1740
3.0,3,984,1740
0.0,0,1460,1750
0.0,2,1,1750
1.0,1,1527,1750
2.0,1,5,1750
2.0,2,1022,1750
3.0,1,1,1750
3.0,3,984,1750
0.0,0,1459,1760
0.0,2,2,1760
1.0,1,1533,1760
2.0,1,1,1760
2.0,2,1022,1760
3.0,0,1,1760
3.0,3,983,1760
0.0,0,1458,1770
0.0,3,1,1770
1.0,1,1531,1770
1.0,2,2,1770
1.0,3,1,1770
2.0,0,2,1770
2.0,2,1022,1770
3.0,0,1,1770
3.0,3,982,1770
0.0,0,1459,1780
0.0,2,1,1780
0.0,3,1,1780
1.0,1,1530,1780
1.0,2,1,1780
2.0,0,2,1780
2.0,1,1,1780
2.0,2,1021,1780
3.0,3,984,1780
0.0,0,1460,1790
0.0,3,1,1790
1.0,1,1528,1790
1.0,2,2,1790
1.0,3,1,1790
2.0,0,1,1790
2.0,1,3,1790
2.0,2,1019,1790
3.0,0,1,1790
3.0,1,1,1790
3.0,3,983,1790
0.0,0,1462,1800
1.0,1,1531,1800
1.0,2,1,1800
2.0,1,1,1800
2.0,2,1020,1800
3.0,1,1,1800
3.0,3,984,1800
0.0,0,1460,1810
0.0,2,1,1810
0.0,3,1,1810
1.0,1,1529,1810
1.0,2,4,1810
2.0,1,3,1810
2.0,2,1018,1810
3.0,3,984,1810
0.0,0,1457,1820
0.0,2,2,1820
0.0,3,1,1820
1.0,1,1531,1820
1.0,2,1,1820
2.0,2,1023,1820
3.0,3,985,1820
0.0,0,1456,1830
0.0,3,1,1830
1.0,1,1529,1830
1.0,2,1,1830
1.0,3,1,1830
2.0,0,1,1830
2.0,2,1025,1830
3.0,0,1,1830
3.0,3,985,1830
0.0,0,1456,1840
0.0,3,2,1840
1.0,1,1529,1840
2.0,0,1,1840
2.0,1,3,1840
2.0,2,1022,1840
3.0,0,1,1840
3.0,3,986,1840
0.0,0,1456,1850
0.0,2,1,1850
0.0,3,1,1850
1.0,1,1529,1850
1.0,2,2,1850
1.0,3,1,1850
2.0,2,1022,1850
3.0,3,988,1850
0.0,0,1456,1860
1.0,1,1529,1860
2.0,0,1,1860
2.0,2,1024,1860
3.0,0,1,1860
3.0,3,989,1860
0.0,0,1457,1870
0.0,3,1,1870
1.0,1,1527,1870
1.0,3,2,1870
2.0,1,1,1870
2.0,2,1023,1870
3.0,0,3,1870
3.0,3,986,1870
0.0,0,1460,1880
1.0,1,1528,1880
2.0,1,2,1880
2.0,2,1021,1880
3.0,1,1,1880
3.0,3,988,1880
0.0,0,1460,1890
1.0,1,1529,1890
1.0,2,2,1890
2.0,2,1021,1890
3.0,0,1,1890
3.0,1,1,1890
3.0,3,986,1890
0.0,0,1461,1900
1.0,1,1529,1900
1.0,2,1,1900
2.0,1,2,1900
2.0,2,1021,1900
3.0,0,1,1900
3.0,3,985,1900
0.0,0,1462,1910
1.0,1,1531,1910
2.0,2,1023,1910
3.0,3,985,1910
0.0,0,1461,1920
0.0,3,1,1920
1.0,1,1529,1920
1.0,2,1,1920
1.0,3,1,1920
2.0,0,2,1920
2.0,2,1020,1920
3.0,0,2,1920
3.0,1,2,1920
3.0,3,981,1920
0.0,0,1464,1930
0.0,3,1,1930
1.0,1,1528,1930
1.0,2,2,1930
1.0,3,1,1930
2.0,2,1021,1930
3.0,1,1,1930
3.0,3,982,1930
0.0,0,1462,1940
0.0,3,2,1940
1.0,1,1527,1940
1.0,2,2,1940
2.0,2,1023,1940
3.0,0,1,1940
3.0,3,983,1940
0.0,0,1462,1950
0.0,2,1,1950
1.0,1,1525,1950
1.0,2,2,1950
2.0,2,1025,1950
3.0,0,1,1950
3.0,3,984,1950
0.0,0,1462,1960
0.0,3,1,1960
1.0,1,1523,1960
1.0,2,1,1960
1.0,3,1,1960
2.0,2,1028,1960
3.0,0,1,1960
3.0,3,983,1960
0.0,0,1463,1970
1.0,1,1521,1970
1.0,2,1,1970
1.0,3,1,1970
2.0,0,1,1970
2.0,1,4,1970
2.0,2,1024,1970
3.0,3,985,1970
0.0,0,1461,1980
0.0,3,3,1980
1.0,1,1524,1980
1.0,3,1,1980
2.0,2,1025,1980
3.0,0,1,1980
3.0,3,985,1980
0.0,0,1460,1990
0.0,2,2,1990
1.0,1,1525,1990
2.0,2,1025,1990
3.0,0,1,1990
3.0,3,988,1990
0.0,0,1459,2000
0.0,2,1,2000
0.0,3,1,2000
1.0,1,1523,2000
1.0,2,1,2000
2.0,2,1027,2000
3.0,0,1,2000
3.0,3,988,2000
0.0,0,1459,2010
0.0,2,1,2010
1.0,1,1522,2010
1.0,2,1,2010
2.0,1,1,2010
2.0,2,1028,2010
3.0,1,1,2010
3.0,3,987,2010
0.0,0,1459,2020
1.0,1,1523,2020
1.0,3,1,2020
2.0,2,1030,2020
3.0,1,1,2020
3.0,3,986,2020
0.0,0,1459,2030
1.0,1,1523,2030
1.0,3,1,2030
2.0,0,1,2030
2.0,1,2,2030
2.0,2,1027,2030
3.0,3,987,2030
0.0,0,1459,2040
0.0,3,1,2040
1.0,1,1521,2040
1.0,2,3,2040
1.0,3,1,2040
2.0,1,1,2040
2.0,2,1026,2040
3.0,3,988,2040
0.0,0,1456,2050
0.0,2,1,2050
0.0,3,2,2050
1.0,1,1522,2050
2.0,2,1029,2050
3.0,3,990,2050
0.0,0,1456,2060
1.0,1,1520,2060
1.0,2,2,2060
2.0,2,1031,2060
3.0,0,3,2060
3.0,1,1,2060
3.0,3,989,2060
0.0,0,1458,2070
0.0,2,1,2070
1.0,1,1520,2070
1.0,2,1,2070
2.0,0,1,2070
2.0,2,1031,2070
3.0,0,3,2070
3.0,3,985,2070
0.0,0,1461,2080
0.0,3,1,2080
1.0,1,1519,2080
1.0,2,1,2080
2.0,0,2,2080
2.0,1,1,2080
2.0,2,1030,2080
3.0,3,985,2080
0.0,0,1462,2090
0.0,3,1,2090
1.0,1,1518,2090
1.0,2,2,2090
2.0,2,1031,2090
3.0,0,1,2090
3.0,3,985,2090
0.0,0,1461,2100
0.0,3,2,2100
1.0,1,1518,2100
2.0,0,1,2100
2.0,2,1032,2100
3.0,1,1,2100
3.0,3,985,2100
0.0,0,1461,2110
0.0,3,1,2110
1.0,1,1516,2110
1.0,2,3,2110
2.0,0,2,2110
2.0,1,2,2110
2.0,2,1028,2110
3.0,0,1,2110
3.0,1,1,2110
3.0,3,985,2110
0.0,0,1462,2120
0.0,2,2,2120
1.0,1,1518,2120
1.0,2,1,2120
2.0,0,1,2120
2.0,1,2,2120
2.0,2,1028,2120
3.0,0,1,2120
3.0,1,1,2120
3.0,3,984,2120
0.0,0,1461,2130
0.0,2,2,2130
0.0,3,1,2130
1.0,1,1520,2130
1.0,3,1,2130
2.0,1,3,2130
2.0,2,1028,2130
3.0,0,1,2130
3.0,3,983,2130
0.0,0,1462,2140
1.0,1,1522,2140
1.0,2,1,2140
2.0,1,3,2140
2.0,2,1027,2140
3.0,0,3,2140
3.0,3,982,2140
0.0,0,1463,2150
0.0,2,1,2150
0.0,3,1,2150
1.0,1,1525,2150
2.0,1,1,2150
2.0,2,1027,2150
3.0,3,982,2150
0.0,0,1462,2160
0.0,3,1,2160
1.0,1,1524,2160
1.0,2,2,2160
2.0,1,1,2160
2.0,2,1027,2160
3.0,0,1,2160
3.0,3,982,2160
0.0,0,1460,2170
0.0,3,3,2170
1.0,1,1524,2170
1.0,2,1,2170
2.0,0,1,2170
2.0,1,1,2170
2.0,2,1027,2170
3.0,0,1,2170
3.0,1,1,2170
3.0,3,981,2170
0.0,0,1460,2180
0.0,3,2,2180
1.0,1,1525,2180
1.0,3,1,2180
2.0,1,1,2180
2.0,2,1027,2180
3.0,0,1,2180
3.0,3,983,2180
0.0,0,1460,2190
0.0,3,1,2190
1.0,1,1523,2190
1.0,2,3,2190
2.0,2,1027,2190
3.0,0,2,2190
3.0,3,984,2190
0.0,0,1461,2200
0.0,3,1,2200
1.0,1,1523,2200
2.0,0,1,2200
2.0,1,1,2200
2.0,2,1028,2200
3.0,0,1,2200
3.0,3,984,2200
0.0,0,1463,2210
1.0,1,1523,2210
1.0,2,1,2210
2.0,0,1,2210
2.0,1,1,2210
2.0,2,1026,2210
3.0,3,985,2210
0.0,0,1461,2220
0.0,2,3,2220
1.0,1,1524,2220
2.0,1,2,2220
2.0,2,1025,2220
3.0,0,1,2220
3.0,1,1,2220
3.0,3,983,2220
0.0,0,1460,2230
0.0,3,2,2230
1.0,1,1526,2230
1.0,2,1,2230
2.0,0,1,2230
2.0,1,1,2230
2.0,2,1026,2230
3.0,0,1,2230
3.0,1,1,2230
3.0,3,981,2230
0.0,0,1462,2240
1.0,1,1528,2240
2.0,1,2,2240
2.0,2,1025,2240
3.0,3,983,2240
0.0,0,1459,2250
0.0,2,2,2250
0.0,3,1,2250
1.0,1,1528,2250
1.0,2,2,2250
2.0,2,1025,2250
3.0,0,1,2250
3.0,1,1,2250
3.0,3,981,2250
0.0,0,1458,2260
0.0,2,1,2260
0.0,3,1,2260
1.0,1,1527,2260
1.0,2,1,2260
1.0,3,1,2260
2.0,0,2,2260
2.0,2,1027,2260
3.0,0,1,2260
3.0,3,981,2260
0.0,0,1461,2270
1.0,1,1524,2270
1.0,2,3,2270
2.0,0,2,2270
2.0,2,1027,2270
3.0,0,1,2270
3.0,1,1,2270
3.0,3,981,2270
0.0,0,1464,2280
1.0,1,1525,2280
2.0,2,1030,2280
3.0,0,1,2280
3.0,3,980,2280
0.0,0,1464,2290
0.0,3,1,2290
1.0,1,1522,2290
1.0,2,2,2290
1.0,3,1,2290
2.0,0,1,2290
2.0,1,2,2290
2.0,2,1027,2290
3.0,1,1,2290
3.0,3,979,2290
0.0,0,1465,2300
1.0,1,1524,2300
1.0,2,1,2300
2.0,0,1,2300
2.0,1,2,2300
2.0,2,1026,2300
3.0,0,1,2300
3.0,1,1,2300
3.0,3,979,2300
0.0,0,1466,2310
0.0,2,1,2310
1.0,1,1527,2310
2.0,1,1,2310
2.0,2,1026,2310
3.0,3,979,2310
0.0,0,1466,2320
1.0,1,1525,2320
1.0,2,1,2320
1.0,3,2,2320
2.0,0,1,2320
2.0,2,1026,2320
3.0,3,979,2320
0.0,0,1466,2330
0.0,2,1,2330
1.0,1,1523,2330
1.0,2,1,2330
1.0,3,1,2330
2.0,0,1,2330
2.0,1,4,2330
2.0,2,1022,2330
3.0,1,1,2330
3.0,3,980,2330
0.0,0,1467,2340
1.0,1,1527,2340
1.0,3,1,2340
2.0,2,1024,2340
3.0,0,1,2340
3.0,3,980,2340
0.0,0,1466,2350
0.0,2,1,2350
0.0,3,1,2350
1.0,1,1524,2350
1.0,2,3,2350
1.0,3,1,2350
2.0,0,1,2350
2.0,1,1,2350
2.0,2,1022,2350
3.0,1,1,2350
3.0,3,980,2350
0.0,0,1466,2360
0.0,2,1,2360
1.0,1,1523,2360
1.0,3,2,2360
2.0,0,1,2360
2.0,1,1,2360
2.0,2,1025,2360
3.0,3,982,2360
0.0,0,1467,2370
1.0,1,1522,2370
1.0,2,2,2370
2.0,0,1,2370
2.0,1,3,2370
2.0,2,1021,2370
3.0,3,984,2370
0.0,0,1467,2380
0.0,3,1,2380
1.0,1,1523,2380
1.0,2,2,2380
2.0,2,1023,2380
3.0,3,984,2380
0.0,0,1465,2390
0.0,2,2,2390
1.0,1,1521,2390
1.0,2,1,2390
1.0,3,1,2390
2.0,2,1025,2390
3.0,1,1,2390
3.0,3,984,2390
0.0,0,1464,2400
0.0,2,1,2400
1.0,1,1522,2400
2.0,0,2,2400
2.0,1,2,2400
2.0,2,1024,2400
3.0,3,985,2400
0.0,0,1464,2410
0.0,2,2,2410
1.0,1,1523,2410
1.0,3,1,2410
2.0,0,1,2410
2.0,1,1,2410
2.0,2,1023,2410
3.0,0,1,2410
3.0,3,984,2410
0.0,0,1465,2420
0.0,3,1,2420
1.0,1,1524,2420
2.0,2,1025,2420
3.0,1,1,2420
3.0,3,984,2420
0.0,0,1464,2430
0.0,3,1,2430
1.0,1,1525,2430
2.0,1,2,2430
2.0,2,1023,2430
3.0,0,1,2430
3.0,1,1,2430
3.0,3,983,2430
0.0,0,1465,2440
1.0,1,1525,2440
1.0,2,2,2440
1.0,3,1,2440
2.0,0,2,2440
2.0,2,1021,2440
3.0,1,1,2440
3.0,3,983,2440
0.0,0,1466,2450
0.0,3,1,2450
1.0,1,1526,2450
2.0,2,1023,2450
3.0,3,984,2450
0.0,0,1466,2460
1.0,1,1523,2460
1.0,2,2,2460
1.0,3,1,2460
2.0,2,1023,2460
3.0,3,985,2460
0.0,0,1466,2470
1.0,1,1523,2470
2.0,1,1,2470
2.0,2,1024,2470
3.0,1,1,2470
3.0,3,985,2470
0.0,0,1464,2480
0.0,2,2,2480
1.0,1,1525,2480
2.0,2,1024,2480
3.0,0,1,2480
3.0,1,1,2480
3.0,3,983,2480
0.0,0,1464,2490
0.0,3,1,2490
1.0,1,1526,2490
2.0,1,2,2490
2.0,2,1024,2490
3.0,3,983,2490
0.0,0,1462,2500
0.0,2,2,2500
1.0,1,1527,2500
1.0,2,1,2500
2.0,0,1,2500
2.0,1,1,2500
2.0,2,1022,2500
3.0,3,984,2500
0.0,0,1463,2510
1.0,1,1526,2510
1.0,2,2,2510
2.0,2,1025,2510
3.0,3,984,2510
0.0,0,1463,2520
1.0,1,1526,2520
2.0,0,1,2520
2.0,2,1026,2520
3.0,3,984,2520
0.0,0,1464,2530
1.0,1,1526,2530
2.0,1,2,2530
2.0,2,1024,2530
3.0,3,985,2530
0.0,0,1463,2540
0.0,3,1,2540
1.0,1,1527,2540
1.0,2,1,2540
2.0,2,1024,2540
3.0,3,984,2540
0.0,0,1463,2550
1.0,1,1526,2550
1.0,3,1,2550
2.0,2,1025,2550
3.0,1,2,2550
3.0,3,983,2550
0.0,0,1460,2560
0.0,2,1,2560
0.0,3,2,2560
1.0,1,1527,2560
1.0,2,1,2560
2.0,1,1,2560
2.0,2,1024,2560
3.0,3,984,2560
0.0,0,1460,2570
1.0,1,1528,2570
2.0,1,1,2570
2.0,2,1025,2570
3.0,0,3,2570
3.0,3,983,2570
0.0,0,1463,2580
1.0,1,1529,2580
2.0,0,2,2580
2.0,2,1023,2580
3.0,1,2,2580
3.0,3,981,2580
0.0,0,1464,2590
0.0,3,1,2590
1.0,1,1530,2590
1.0,2,1,2590
2.0,1,2,2590
2.0,2,1021,2590
3.0,1,1,2590
3.0,3,980,2590
0.0,0,1463,2600
0.0,2,1,2600
1.0,1,1529,2600
1.0,2,3,2600
1.0,3,1,2600
2.0,1,2,2600
2.0,2,1020,2600
3.0,3,981,2600
0.0,0,1463,2610
1.0,1,1529,2610
1.0,3,2,2610
2.0,0,1,2610
2.0,2,1023,2610
3.0,0,1,2610
3.0,3,981,2610
0.0,0,1461,2620
0.0,2,2,2620
0.0,3,2,2620
1.0,1,1527,2620
1.0,2,2,2620
2.0,2,1023,2620
3.0,0,1,2620
3.0,1,1,2620
3.0,3,982,2620
0.0,0,1460,2630
0.0,3,2,2630
1.0,1,1528,2630
2.0,1,1,2630
2.0,2,1026,2630
3.0,0,1,2630
3.0,1,1,2630
3.0,3,981,2630
0.0,0,1462,2640
1.0,1,1528,2640
1.0,2,1,2640
1.0,3,1,2640
2.0,1,1,2640
2.0,2,1025,2640
3.0,0,1,2640
3.0,3,982,2640
0.0,0,1460,2650
0.0,2,1,2650
0.0,3,1,2650
1.0,1,1528,2650
1.0,2,1,2650
2.0,0,2,2650
2.0,2,1024,2650
3.0,3,983,2650
0.0,0,1462,2660
1.0,1,1526,2660
1.0,2,1,2660
1.0,3,1,2660
2.0,1,2,2660
2.0,2,1024,2660
3.0,1,1,2660
3.0,3,983,2660
0.0,0,1460,2670
0.0,2,1,2670
0.0,3,1,2670
1.0,1,1528,2670
1.0,3,1,2670
2.0,0,1,2670
2.0,1,1,2670
2.0,2,1023,2670
3.0,3,984,2670
0.0,0,1459,2680
0.0,2,1,2680
0.0,3,1,2680
1.0,1,1528,2680
1.0,3,1,2680
2.0,1,1,2680
2.0,2,1023,2680
3.0,3,986,2680
0.0,0,1456,2690
0.0,3,3,2690
1.0,1,1528,2690
1.0,2,1,2690
2.0,0,1,2690
2.0,1,1,2690
2.0,2,1022,2690
3.0,0,1,2690
3.0,3,987,2690
0.0,0,1458,2700
1.0,1,1528,2700
1.0,2,1,2700
2.0,1,2,2700
2.0,2,1021,2700
3.0,0,2,2700
3.0,1,2,2700
3.0,3,986,2700
0.0,0,1460,2710
1.0,1,1531,2710
1.0,2,1,2710
2.0,0,1,2710
2.0,2,1021,2710
3.0,0,1,2710
3.0,3,985,2710
0.0,0,1459,2720
0.0,2,2,2720
0.0,3,1,2720
1.0,1,1530,2720
1.0,2,2,2720
2.0,1,1,2720
2.0,2,1021,2720
3.0,0,1,2720
3.0,3,984,2720
0.0,0,1457,2730
0.0,2,2,2730
0.0,3,1,2730
1.0,1,1529,2730
1.0,3,1,2730
2.0,1,1,2730
2.0,2,1024,2730
3.0,3,985,2730
0.0,0,1454,2740
0.0,2,1,2740
0.0,3,2,2740
1.0,1,1527,2740
1.0,2,2,2740
1.0,3,1,2740
2.0,0,1,2740
2.0,2,1025,2740
3.0,0,2,2740
3.0,3,985,2740
0.0,0,1457,2750
1.0,1,1526,2750
1.0,3,1,2750
2.0,0,1,2750
2.0,1,1,2750
2.0,2,1026,2750
3.0,0,2,2750
3.0,3,986,2750
0.0,0,1460,2760
1.0,1,1527,2760
2.0,1,1,2760
2.0,2,1025,2760
3.0,3,987,2760
0.0,0,1455,2770
0.0,2,3,2770
0.0,3,2,2770
1.0,1,1526,2770
1.0,2,2,2770
2.0,0,1,2770
2.0,1,1,2770
2.0,2,1023,2770
3.0,0,2,2770
3.0,1,1,2770
3.0,3,984,2770
0.0,0,1458,2780
1.0,1,1528,2780
2.0,1,2,2780
2.0,2,1026,2780
3.0,0,1,2780
3.0,3,985,2780
0.0,0,1459,2790
1.0,1,1530,2790
2.0,2,1026,2790
3.0,0,1,2790
3.0,3,984,2790
0.0,0,1457,2800
0.0,2,1,2800
0.0,3,2,2800
1.0,1,1530,2800
2.0,1,1,2800
2.0,2,1025,2800
3.0,3,984,2800
0.0,0,1457,2810
1.0,1,1531,2810
2.0,2,1026,2810
3.0,3,986,2810
0.0,0,1456,2820
0.0,2,1,2820
1.0,1,1530,2820
1.0,2,1,2820
2.0,2,1026,2820
3.0,3,986,2820
0.0,0,1457,2830
1.0,1,1529,2830
1.0,2,1,2830
2.0,0,2,2830
2.0,2,1027,2830
3.0,0,1,2830
3.0,1,1,2830
3.0,3,984,2830
0.0,0,1458,2840
0.0,3,1,2840
1.0,1,1528,2840
1.0,2,1,2840
1.0,3,1,2840
2.0,0,1,2840
2.0,2,1026,2840
3.0,0,2,2840
3.0,3,982,2840
0.0,0,1459,2850
0.0,2,1,2850
0.0,3,1,2850
1.0,1,1527,2850
1.0,3,1,2850
2.0,2,1027,2850
3.0,3,984,2850
0.0,0,1458,2860
0.0,3,1,2860
1.0,1,1527,2860
2.0,1,1,2860
2.0,2,1027,2860
3.0,1,1,2860
3.0,3,985,2860
0.0,0,1457,2870
0.0,2,1,2870
1.0,1,1527,2870
1.0,2,1,2870
1.0,3,1,2870
2.0,2,1027,2870
3.0,3,986,2870
0.0,0,1456,2880
0.0,2,1,2880
1.0,1,1527,2880
2.0,1,2,2880
2.0,2,1027,2880
3.0,1,1,2880
3.0,3,986,2880
0.0,0,1454,2890
0.0,2,2,2890
1.0,1,1527,2890
1.0,2,2,2890
1.0,3,1,2890
2.0,0,1,2890
2.0,1,1,2890
2.0,2,1026,2890
3.0,3,986,2890
0.0,0,1455,2900
1.0,1,1526,2900
1.0,3,2,2900
2.0,1,1,2900
2.0,2,1029,2900
3.0,3,987,2900
0.0,0,1455,2910
1.0,1,1527,2910
2.0,0,2,2910
2.0,2,1027,2910
3.0,0,2,2910
3.0,3,987,2910
0.0,0,1456,2920
0.0,2,1,2920
0.0,3,2,2920
1.0,1,1527,2920
2.0,2,1027,2920
3.0,3,987,2920
0.0,0,1454,2930
0.0,2,1,2930
0.0,3,1,2930
1.0,1,1524,2930
1.0,2,3,2930
2.0,2,1028,2930
3.0,3,989,2930
0.0,0,1453,2940
0.0,3,1,2940
1.0,1,1522,2940
1.0,3,2,2940
2.0,0,1,2940
2.0,2,1031,2940
3.0,0,1,2940
3.0,3,989,2940
0.0,0,1454,2950
0.0,3,1,2950
1.0,1,1520,2950
1.0,2,2,2950
2.0,2,1031,2950
3.0,1,1,2950
3.0,3,991,2950
0.0,0,1454,2960
1.0,1,1521,2960
2.0,0,1,2960
2.0,1,2,2960
2.0,2,1031,2960
3.0,3,993,2960
0.0,0,1453,2970
0.0,3,2,2970
1.0,1,1521,2970
1.0,2,1,2970
1.0,3,1,2970
2.0,0,1,2970
2.0,1,2,2970
2.0,2,1027,2970
3.0,1,1,2970
3.0,3,991,2970
0.0,0,1454,2980
1.0,1,1524,2980
2.0,2,1028,2980
3.0,0,1,2980
3.0,3,994,2980
0.0,0,1454,2990
0.0,2,1,2990
1.0,1,1523,2990
1.0,2,1,2990
2.0,0,1,2990
2.0,1,2,2990
2.0,2,1025,2990
3.0,0,1,2990
3.0,1,2,2990
3.0,3,990,2990
0.0,0,1455,3000
0.0,3,1,3000
1.0,1,1525,3000
1.0,2,1,3000
1.0,3,1,3000
2.0,2,1028,3000
3.0,1,1,3000
3.0,3,989,3000
0.0,0,1454,3010
0.0,2,1,3010
1.0,1,1526,3010
2.0,0,1,3010
2.0,2,1027,3010
3.0,0,1,3010
3.0,3,990,3010
0.0,0,1456,3020
1.0,1,1526,3020
2.0,1,1,3020
2.0,2,1027,3020
3.0,3,990,3020
0.0,0,1455,3030
0.0,3,1,3030
1.0,1,1527,3030
2.0,2,1027,3030
3.0,0,2,3030
3.0,3,988,3030
