Timestep,alive_sector 0,alive_sector 1,alive_sector 2,alive_sector 3,dead_sector 0,dead_sector 1,dead_sector 2,dead_sector 3
43610,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43620,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43630,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43640,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43650,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43660,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43670,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43680,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43690,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43700,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43710,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43720,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43730,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43740,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43750,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43760,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43770,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43780,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43790,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43800,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43810,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43820,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43830,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43840,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43850,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43860,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43870,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43880,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43890,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43900,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43910,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43920,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43930,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43940,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43950,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43960,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43970,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43980,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
43990,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44000,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44010,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44020,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44030,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44040,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44050,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44060,4.0,1.0,1.0,2.0,1435.0,1522.0,1035.0,1000.0
44070,4.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44080,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44090,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44100,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44110,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44120,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44130,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44140,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44150,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44160,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44170,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44180,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44190,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44200,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44210,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44220,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44230,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44240,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44250,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44260,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44270,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44280,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44290,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44300,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44310,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44320,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44330,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44340,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44350,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
44360,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44370,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44380,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44390,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44400,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44410,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44420,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44430,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44440,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44450,3.0,1.0,1.0,2.0,1436.0,1522.0,1035.0,1000.0
44460,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44470,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44480,3.0,2.0,0.0,2.0,1436.0,1522.0,1035.0,1000.0
44490,2.0,2.0,0.0,3.0,1436.0,1522.0,1035.0,1000.0
44500,2.0,2.0,0.0,3.0,1436.0,1522.0,1035.0,1000.0
44510,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
44520,2.0,2.0,0.0,3.0,1436.0,1522.0,1035.0,1000.0
44530,2.0,2.0,0.0,3.0,1436.0,1522.0,1035.0,1000.0
44540,2.0,2.0,0.0,3.0,1436.0,1522.0,1035.0,1000.0
44550,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
44560,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44570,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44580,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44590,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44600,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44610,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44620,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44630,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44640,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44650,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44660,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44670,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44680,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44690,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44700,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44710,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44720,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44730,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44740,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44750,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44760,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44770,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44780,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44790,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44800,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44810,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44820,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44830,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44840,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44850,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44860,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44870,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44880,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44890,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44900,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44910,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44920,1.0,2.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
44930,1.0,2.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
44940,1.0,2.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
44950,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44960,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44970,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44980,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
44990,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45000,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45010,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45020,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45030,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45040,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45050,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45060,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45070,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45080,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45090,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45100,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45110,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45120,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45130,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45140,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45150,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45160,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45170,2.0,1.0,1.0,3.0,1436.0,1522.0,1035.0,1000.0
45180,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45190,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45200,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45210,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45220,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45230,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45240,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45250,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45260,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45270,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45280,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45290,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45300,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45310,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45320,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45330,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45340,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45350,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45360,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45370,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45380,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45390,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45400,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45410,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45420,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45430,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45440,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45450,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45460,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45470,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45480,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45490,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45500,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45510,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45520,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45530,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45540,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45550,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45560,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45570,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45580,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45590,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45600,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45610,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45620,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45630,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45640,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45650,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45660,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45670,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45680,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45690,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45700,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45710,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45720,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45730,1.0,1.0,2.0,3.0,1436.0,1522.0,1035.0,1000.0
45740,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45750,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45760,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45770,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45780,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45790,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45800,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45810,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45820,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45830,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45840,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45850,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45860,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45870,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45880,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45890,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45900,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45910,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45920,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45930,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45940,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45950,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45960,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45970,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45980,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
45990,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46000,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46010,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46020,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46030,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46040,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46050,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46060,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46070,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46080,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46090,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46100,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46110,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46120,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46130,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46140,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46150,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46160,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46170,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46180,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46190,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46200,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46210,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46220,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46230,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46240,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46250,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46260,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46270,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46280,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46290,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46300,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46310,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46320,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46330,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46340,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46350,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46360,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46370,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46380,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46390,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46400,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46410,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46420,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46430,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46440,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46450,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46460,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46470,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46480,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46490,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46500,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46510,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46520,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46530,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46540,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46550,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46560,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46570,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46580,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46590,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46600,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46610,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46620,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46630,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46640,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46650,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46660,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46670,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46680,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46690,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46700,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46710,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46720,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46730,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46740,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46750,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46760,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46770,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46780,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46790,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46800,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46810,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46820,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46830,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46840,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46850,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46860,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46870,1.0,1.0,2.0,2.0,1436.0,1522.0,1035.0,1001.0
46880,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46890,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46900,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46910,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46920,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46930,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46940,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46950,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46960,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46970,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46980,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
46990,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47000,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47010,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47020,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47030,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47040,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47050,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47060,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47070,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47080,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47090,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47100,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47110,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47120,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47130,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47140,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47150,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47160,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
47170,1.0,2.0,1.0,2.0,1436.0,1522.0,1035.0,1001.0
