Timestep,alive_sector 0,alive_sector 1,alive_sector 2,alive_sector 3,dead_sector 0,dead_sector 1,dead_sector 2,dead_sector 3
0,1537.0,1631.0,973.0,859.0,0.0,0.0,0.0,0.0
10,1532.0,1625.0,977.0,866.0,0.0,0.0,0.0,0.0
20,1529.0,1620.0,979.0,872.0,0.0,0.0,0.0,0.0
30,1526.0,1613.0,982.0,879.0,0.0,0.0,0.0,0.0
40,1523.0,1611.0,985.0,881.0,0.0,0.0,0.0,0.0
50,1519.0,1604.0,989.0,888.0,0.0,0.0,0.0,0.0
60,1519.0,1606.0,986.0,889.0,0.0,0.0,0.0,0.0
70,1518.0,1601.0,983.0,887.0,3.0,3.0,5.0,4.0
80,1507.0,1587.0,970.0,885.0,16.0,13.0,18.0,12.0
90,1496.0,1566.0,958.0,875.0,27.0,29.0,29.0,24.0
100,1474.0,1543.0,944.0,869.0,47.0,53.0,41.0,34.0
110,1454.0,1521.0,932.0,851.0,65.0,77.0,54.0,50.0
120,1431.0,1499.0,926.0,853.0,82.0,96.0,63.0,56.0
130,1413.0,1483.0,910.0,842.0,105.0,115.0,81.0,68.0
140,1382.0,1456.0,892.0,835.0,127.0,133.0,101.0,79.0
150,1369.0,1441.0,878.0,823.0,142.0,150.0,114.0,88.0
160,1342.0,1412.0,865.0,817.0,165.0,173.0,132.0,100.0
170,1335.0,1393.0,850.0,816.0,173.0,193.0,140.0,104.0
180,1324.0,1375.0,848.0,809.0,182.0,201.0,150.0,113.0
190,1302.0,1363.0,842.0,803.0,200.0,212.0,159.0,123.0
200,1288.0,1350.0,835.0,795.0,210.0,224.0,166.0,136.0
210,1276.0,1342.0,823.0,789.0,220.0,238.0,177.0,138.0
220,1272.0,1330.0,808.0,778.0,227.0,249.0,193.0,149.0
230,1262.0,1310.0,798.0,779.0,239.0,261.0,204.0,152.0
240,1257.0,1290.0,790.0,771.0,244.0,273.0,214.0,162.0
250,1249.0,1278.0,783.0,758.0,256.0,288.0,221.0,173.0
260,1236.0,1261.0,773.0,754.0,267.0,301.0,230.0,180.0
270,1226.0,1254.0,764.0,748.0,278.0,310.0,237.0,186.0
280,1217.0,1237.0,761.0,742.0,286.0,338.0,241.0,194.0
290,1210.0,1119.0,738.0,731.0,297.0,453.0,262.0,201.0
300,1203.0,1067.0,722.0,727.0,301.0,505.0,277.0,211.0
310,1196.0,1015.0,708.0,728.0,308.0,548.0,294.0,213.0
320,1188.0,974.0,685.0,723.0,316.0,585.0,316.0,219.0
330,1175.0,943.0,672.0,721.0,325.0,618.0,331.0,220.0
340,1165.0,912.0,661.0,720.0,329.0,647.0,344.0,225.0
350,1156.0,887.0,642.0,721.0,335.0,681.0,358.0,227.0
360,1153.0,856.0,626.0,717.0,338.0,710.0,375.0,231.0
370,1152.0,831.0,612.0,705.0,344.0,739.0,387.0,237.0
380,1062.0,800.0,591.0,701.0,441.0,763.0,411.0,247.0
390,1002.0,776.0,579.0,684.0,494.0,790.0,422.0,265.0
400,949.0,741.0,571.0,666.0,549.0,821.0,429.0,284.0
410,910.0,707.0,556.0,653.0,588.0,850.0,443.0,299.0
420,866.0,687.0,541.0,641.0,624.0,874.0,461.0,313.0
430,835.0,663.0,529.0,632.0,656.0,898.0,476.0,322.0
440,806.0,643.0,522.0,620.0,680.0,919.0,488.0,331.0
450,789.0,625.0,510.0,606.0,700.0,934.0,497.0,345.0
460,766.0,607.0,500.0,590.0,724.0,952.0,506.0,364.0
470,735.0,579.0,489.0,584.0,755.0,974.0,520.0,371.0
480,710.0,568.0,476.0,559.0,774.0,986.0,531.0,402.0
490,686.0,554.0,471.0,535.0,802.0,1006.0,540.0,419.0
500,668.0,543.0,459.0,522.0,815.0,1016.0,549.0,431.0
510,653.0,535.0,442.0,507.0,833.0,1027.0,565.0,444.0
520,636.0,526.0,436.0,499.0,848.0,1034.0,569.0,453.0
530,609.0,518.0,422.0,489.0,873.0,1041.0,587.0,466.0
540,588.0,507.0,412.0,479.0,898.0,1052.0,596.0,478.0
550,570.0,500.0,399.0,463.0,915.0,1064.0,606.0,490.0
560,562.0,485.0,391.0,458.0,922.0,1070.0,612.0,500.0
570,554.0,477.0,382.0,448.0,935.0,1078.0,621.0,512.0
580,533.0,463.0,377.0,438.0,948.0,1093.0,628.0,521.0
590,516.0,458.0,366.0,431.0,961.0,1097.0,642.0,530.0
600,504.0,448.0,355.0,427.0,978.0,1104.0,652.0,538.0
610,492.0,437.0,347.0,419.0,985.0,1112.0,665.0,545.0
620,486.0,435.0,336.0,406.0,992.0,1119.0,674.0,554.0
630,477.0,427.0,329.0,398.0,1003.0,1125.0,682.0,564.0
640,464.0,420.0,321.0,389.0,1013.0,1128.0,691.0,574.0
650,460.0,412.0,313.0,383.0,1020.0,1132.0,701.0,582.0
660,452.0,413.0,307.0,374.0,1026.0,1133.0,706.0,591.0
670,449.0,407.0,300.0,366.0,1030.0,1139.0,712.0,597.0
680,445.0,403.0,299.0,360.0,1036.0,1143.0,714.0,603.0
690,446.0,404.0,297.0,351.0,1036.0,1145.0,714.0,608.0
700,436.0,398.0,295.0,346.0,1044.0,1149.0,718.0,615.0
710,432.0,395.0,293.0,336.0,1048.0,1150.0,721.0,627.0
720,423.0,396.0,289.0,331.0,1055.0,1151.0,723.0,635.0
730,420.0,388.0,284.0,323.0,1056.0,1156.0,730.0,643.0
740,414.0,381.0,282.0,326.0,1062.0,1157.0,734.0,646.0
750,407.0,382.0,279.0,318.0,1066.0,1160.0,737.0,651.0
760,404.0,383.0,272.0,315.0,1069.0,1162.0,743.0,654.0
770,403.0,378.0,267.0,312.0,1072.0,1167.0,746.0,657.0
780,396.0,375.0,263.0,311.0,1076.0,1167.0,751.0,661.0
790,393.0,368.0,262.0,309.0,1080.0,1169.0,754.0,665.0
800,386.0,365.0,260.0,303.0,1086.0,1172.0,759.0,671.0
810,383.0,365.0,255.0,299.0,1090.0,1174.0,761.0,674.0
820,381.0,360.0,252.0,293.0,1095.0,1179.0,764.0,677.0
830,379.0,357.0,250.0,290.0,1095.0,1184.0,765.0,682.0
840,378.0,352.0,247.0,287.0,1098.0,1187.0,766.0,686.0
850,372.0,352.0,242.0,287.0,1101.0,1190.0,769.0,688.0
860,371.0,351.0,238.0,285.0,1103.0,1193.0,773.0,690.0
870,366.0,350.0,234.0,279.0,1107.0,1195.0,777.0,693.0
880,362.0,348.0,231.0,277.0,1110.0,1197.0,779.0,696.0
890,364.0,346.0,230.0,277.0,1112.0,1197.0,780.0,696.0
900,362.0,346.0,227.0,274.0,1114.0,1198.0,780.0,699.0
910,358.0,341.0,231.0,274.0,1118.0,1200.0,781.0,699.0
920,359.0,340.0,226.0,273.0,1118.0,1202.0,783.0,699.0
930,353.0,337.0,227.0,269.0,1122.0,1205.0,785.0,702.0
940,351.0,337.0,226.0,267.0,1124.0,1205.0,786.0,705.0
950,349.0,335.0,225.0,266.0,1124.0,1209.0,787.0,706.0
960,346.0,332.0,224.0,264.0,1128.0,1211.0,790.0,707.0
970,347.0,331.0,221.0,261.0,1128.0,1213.0,792.0,709.0
980,346.0,328.0,221.0,258.0,1129.0,1214.0,795.0,711.0
990,343.0,318.0,222.0,261.0,1131.0,1219.0,796.0,711.0
1000,343.0,318.0,223.0,256.0,1131.0,1220.0,796.0,713.0
1010,341.0,317.0,221.0,255.0,1131.0,1221.0,800.0,715.0
1020,340.0,316.0,223.0,252.0,1132.0,1221.0,800.0,716.0
1030,339.0,316.0,220.0,250.0,1134.0,1222.0,802.0,718.0
1040,335.0,312.0,219.0,254.0,1136.0,1223.0,803.0,719.0
1050,329.0,312.0,216.0,254.0,1141.0,1225.0,804.0,721.0
1060,328.0,311.0,213.0,253.0,1142.0,1225.0,806.0,722.0
1070,328.0,310.0,211.0,254.0,1142.0,1225.0,808.0,723.0
1080,326.0,307.0,213.0,252.0,1142.0,1228.0,808.0,724.0
1090,324.0,306.0,214.0,250.0,1142.0,1229.0,808.0,727.0
1100,321.0,300.0,215.0,249.0,1143.0,1233.0,809.0,731.0
1110,321.0,302.0,213.0,242.0,1148.0,1233.0,809.0,732.0
1120,320.0,302.0,215.0,238.0,1149.0,1235.0,809.0,732.0
1130,318.0,299.0,212.0,238.0,1149.0,1238.0,811.0,735.0
1140,317.0,295.0,213.0,235.0,1152.0,1239.0,813.0,737.0
1150,317.0,294.0,211.0,234.0,1153.0,1240.0,813.0,738.0
1160,317.0,289.0,211.0,234.0,1154.0,1242.0,814.0,740.0
1170,317.0,292.0,207.0,233.0,1154.0,1243.0,814.0,741.0
1180,318.0,294.0,204.0,228.0,1154.0,1243.0,814.0,746.0
1190,313.0,292.0,204.0,230.0,1156.0,1245.0,814.0,746.0
1200,314.0,287.0,203.0,230.0,1157.0,1248.0,816.0,747.0
1210,310.0,279.0,208.0,227.0,1161.0,1250.0,817.0,750.0
1220,308.0,280.0,203.0,223.0,1164.0,1251.0,820.0,751.0
1230,305.0,281.0,201.0,222.0,1165.0,1253.0,820.0,753.0
1240,303.0,280.0,201.0,223.0,1165.0,1255.0,820.0,754.0
1250,301.0,279.0,203.0,220.0,1167.0,1255.0,820.0,756.0
1260,303.0,277.0,203.0,218.0,1168.0,1255.0,820.0,757.0
1270,296.0,273.0,204.0,217.0,1173.0,1256.0,820.0,761.0
1280,297.0,267.0,204.0,217.0,1174.0,1258.0,822.0,761.0
1290,295.0,269.0,201.0,217.0,1179.0,1259.0,822.0,761.0
1300,289.0,269.0,197.0,218.0,1181.0,1261.0,823.0,763.0
1310,280.0,269.0,200.0,217.0,1184.0,1262.0,824.0,764.0
1320,277.0,269.0,200.0,216.0,1186.0,1263.0,824.0,765.0
1330,280.0,267.0,198.0,215.0,1186.0,1264.0,825.0,765.0
1340,279.0,269.0,198.0,212.0,1187.0,1264.0,825.0,767.0
1350,277.0,265.0,196.0,213.0,1189.0,1268.0,826.0,768.0
1360,276.0,262.0,196.0,210.0,1190.0,1268.0,827.0,771.0
1370,276.0,259.0,197.0,208.0,1190.0,1268.0,828.0,774.0
1380,275.0,260.0,195.0,207.0,1191.0,1269.0,829.0,775.0
1390,273.0,256.0,193.0,207.0,1192.0,1272.0,831.0,777.0
1400,273.0,256.0,192.0,205.0,1193.0,1272.0,831.0,778.0
1410,274.0,255.0,193.0,201.0,1193.0,1273.0,831.0,780.0
1420,272.0,251.0,194.0,201.0,1195.0,1276.0,831.0,781.0
1430,274.0,248.0,191.0,201.0,1195.0,1276.0,834.0,781.0
1440,274.0,251.0,188.0,198.0,1196.0,1276.0,836.0,781.0
1450,270.0,249.0,189.0,198.0,1198.0,1278.0,838.0,782.0
1460,267.0,242.0,192.0,198.0,1199.0,1282.0,838.0,782.0
1470,266.0,244.0,189.0,196.0,1201.0,1282.0,839.0,783.0
1480,265.0,244.0,188.0,195.0,1203.0,1282.0,840.0,783.0
1490,265.0,241.0,190.0,195.0,1204.0,1282.0,840.0,783.0
1500,263.0,239.0,187.0,195.0,1207.0,1288.0,840.0,783.0
1510,263.0,237.0,185.0,194.0,1208.0,1289.0,841.0,784.0
1520,259.0,232.0,186.0,195.0,1209.0,1292.0,842.0,785.0
1530,259.0,232.0,177.0,192.0,1210.0,1296.0,848.0,786.0
1540,259.0,232.0,177.0,189.0,1210.0,1296.0,848.0,789.0
1550,257.0,231.0,179.0,189.0,1212.0,1297.0,849.0,789.0
1560,253.0,228.0,175.0,191.0,1214.0,1299.0,851.0,790.0
1570,255.0,225.0,175.0,188.0,1214.0,1300.0,852.0,791.0
1580,251.0,229.0,173.0,190.0,1214.0,1300.0,852.0,791.0
1590,249.0,227.0,174.0,190.0,1214.0,1301.0,853.0,792.0
1600,247.0,228.0,174.0,188.0,1215.0,1301.0,853.0,794.0
1610,247.0,228.0,174.0,187.0,1215.0,1302.0,853.0,794.0
1620,249.0,226.0,173.0,187.0,1215.0,1302.0,853.0,795.0
1630,248.0,226.0,172.0,188.0,1216.0,1302.0,853.0,796.0
1640,248.0,225.0,173.0,185.0,1216.0,1302.0,853.0,798.0
1650,246.0,224.0,174.0,185.0,1216.0,1303.0,854.0,798.0
1660,246.0,224.0,171.0,185.0,1216.0,1305.0,855.0,798.0
1670,247.0,221.0,172.0,184.0,1216.0,1307.0,855.0,799.0
1680,246.0,218.0,170.0,184.0,1216.0,1308.0,858.0,800.0
1690,242.0,215.0,170.0,184.0,1219.0,1310.0,859.0,801.0
1700,241.0,214.0,169.0,184.0,1221.0,1312.0,859.0,801.0
1710,240.0,214.0,169.0,182.0,1221.0,1312.0,859.0,803.0
1720,240.0,215.0,168.0,179.0,1222.0,1313.0,860.0,803.0
1730,238.0,213.0,166.0,179.0,1225.0,1315.0,861.0,805.0
1740,234.0,211.0,166.0,179.0,1227.0,1316.0,861.0,806.0
1750,231.0,216.0,162.0,178.0,1229.0,1317.0,861.0,806.0
1760,230.0,217.0,163.0,177.0,1230.0,1317.0,861.0,806.0
1770,231.0,214.0,162.0,178.0,1230.0,1317.0,862.0,806.0
1780,230.0,214.0,160.0,178.0,1231.0,1317.0,863.0,807.0
1790,231.0,215.0,158.0,178.0,1231.0,1317.0,863.0,807.0
1800,231.0,215.0,157.0,177.0,1231.0,1318.0,864.0,807.0
1810,226.0,212.0,158.0,178.0,1234.0,1320.0,865.0,807.0
1820,223.0,211.0,161.0,179.0,1234.0,1320.0,865.0,807.0
1830,224.0,209.0,161.0,179.0,1234.0,1320.0,865.0,808.0
1840,224.0,212.0,157.0,179.0,1234.0,1320.0,865.0,809.0
1850,221.0,208.0,160.0,181.0,1235.0,1321.0,865.0,809.0
1860,223.0,207.0,158.0,180.0,1235.0,1322.0,866.0,809.0
1870,225.0,206.0,157.0,180.0,1235.0,1322.0,866.0,809.0
1880,225.0,209.0,153.0,179.0,1235.0,1322.0,868.0,809.0
1890,225.0,207.0,155.0,175.0,1236.0,1323.0,868.0,811.0
1900,226.0,208.0,154.0,174.0,1236.0,1323.0,868.0,811.0
1910,226.0,208.0,154.0,172.0,1236.0,1323.0,869.0,813.0
1920,229.0,207.0,152.0,167.0,1236.0,1324.0,869.0,816.0
1930,228.0,205.0,153.0,168.0,1236.0,1324.0,870.0,816.0
1940,226.0,203.0,155.0,169.0,1237.0,1324.0,870.0,816.0
1950,226.0,201.0,158.0,167.0,1237.0,1324.0,870.0,817.0
1960,226.0,199.0,159.0,168.0,1237.0,1324.0,870.0,817.0
1970,227.0,200.0,155.0,168.0,1237.0,1325.0,870.0,818.0
1980,225.0,196.0,155.0,171.0,1237.0,1328.0,870.0,818.0
1990,224.0,196.0,157.0,170.0,1237.0,1329.0,870.0,818.0
2000,220.0,194.0,159.0,170.0,1240.0,1329.0,870.0,819.0
2010,219.0,195.0,160.0,167.0,1240.0,1329.0,870.0,820.0
2020,219.0,195.0,160.0,167.0,1240.0,1329.0,870.0,820.0
2030,220.0,196.0,157.0,168.0,1240.0,1329.0,870.0,820.0
2040,218.0,192.0,158.0,169.0,1241.0,1330.0,871.0,821.0
2050,214.0,191.0,158.0,170.0,1242.0,1331.0,872.0,822.0
2060,216.0,190.0,160.0,166.0,1243.0,1331.0,873.0,823.0
2070,216.0,189.0,160.0,161.0,1246.0,1331.0,873.0,824.0
2080,217.0,189.0,157.0,162.0,1246.0,1331.0,874.0,824.0
2090,217.0,186.0,158.0,162.0,1246.0,1332.0,875.0,824.0
2100,216.0,187.0,157.0,163.0,1246.0,1332.0,875.0,824.0
2110,218.0,185.0,155.0,161.0,1246.0,1334.0,876.0,825.0
2120,218.0,185.0,154.0,159.0,1246.0,1336.0,877.0,825.0
2130,214.0,186.0,153.0,160.0,1248.0,1337.0,877.0,825.0
2140,217.0,188.0,151.0,157.0,1248.0,1337.0,877.0,825.0
2150,215.0,189.0,150.0,157.0,1248.0,1337.0,878.0,826.0
2160,215.0,188.0,151.0,155.0,1248.0,1337.0,878.0,828.0
2170,214.0,188.0,150.0,156.0,1248.0,1338.0,878.0,828.0
2180,213.0,188.0,148.0,158.0,1248.0,1338.0,879.0,828.0
2190,214.0,185.0,151.0,156.0,1248.0,1338.0,879.0,829.0
2200,214.0,186.0,148.0,156.0,1249.0,1338.0,880.0,829.0
2210,214.0,186.0,147.0,156.0,1250.0,1338.0,880.0,829.0
2220,212.0,188.0,148.0,154.0,1250.0,1339.0,880.0,829.0
2230,212.0,189.0,146.0,154.0,1250.0,1339.0,881.0,829.0
2240,211.0,188.0,144.0,153.0,1251.0,1342.0,881.0,830.0
2250,208.0,187.0,148.0,152.0,1252.0,1342.0,881.0,830.0
2260,209.0,184.0,148.0,152.0,1252.0,1343.0,881.0,831.0
2270,211.0,182.0,148.0,147.0,1253.0,1343.0,882.0,834.0
2280,212.0,182.0,148.0,146.0,1253.0,1343.0,882.0,834.0
2290,212.0,182.0,146.0,147.0,1253.0,1343.0,883.0,834.0
2300,214.0,183.0,144.0,145.0,1253.0,1344.0,883.0,834.0
2310,211.0,183.0,143.0,145.0,1255.0,1345.0,884.0,834.0
2320,212.0,179.0,142.0,147.0,1255.0,1346.0,885.0,834.0
2330,212.0,180.0,137.0,146.0,1255.0,1348.0,887.0,835.0
2340,213.0,178.0,137.0,146.0,1255.0,1349.0,887.0,835.0
2350,212.0,174.0,138.0,146.0,1255.0,1352.0,888.0,836.0
2360,212.0,171.0,134.0,146.0,1255.0,1353.0,892.0,838.0
2370,212.0,172.0,131.0,146.0,1256.0,1353.0,892.0,838.0
2380,210.0,170.0,132.0,147.0,1257.0,1353.0,893.0,838.0
2390,208.0,169.0,135.0,147.0,1257.0,1353.0,893.0,838.0
2400,209.0,171.0,132.0,146.0,1257.0,1353.0,893.0,839.0
2410,206.0,170.0,132.0,146.0,1260.0,1354.0,893.0,839.0
2420,204.0,171.0,130.0,146.0,1261.0,1354.0,895.0,839.0
2430,203.0,173.0,128.0,145.0,1262.0,1355.0,895.0,839.0
2440,205.0,171.0,128.0,145.0,1262.0,1355.0,895.0,839.0
2450,203.0,171.0,128.0,146.0,1263.0,1355.0,895.0,839.0
2460,202.0,167.0,130.0,146.0,1264.0,1356.0,895.0,840.0
2470,200.0,169.0,129.0,144.0,1266.0,1356.0,895.0,841.0
2480,199.0,170.0,130.0,142.0,1266.0,1356.0,896.0,841.0
2490,198.0,172.0,127.0,143.0,1266.0,1356.0,897.0,841.0
2500,197.0,172.0,127.0,143.0,1266.0,1356.0,898.0,841.0
2510,197.0,168.0,128.0,141.0,1266.0,1358.0,899.0,843.0
2520,198.0,167.0,125.0,141.0,1266.0,1359.0,901.0,843.0
2530,197.0,169.0,122.0,141.0,1267.0,1359.0,902.0,844.0
2540,196.0,168.0,123.0,141.0,1267.0,1359.0,902.0,844.0
2550,196.0,167.0,123.0,140.0,1267.0,1361.0,902.0,844.0
2560,193.0,167.0,124.0,142.0,1267.0,1361.0,902.0,844.0
2570,195.0,168.0,123.0,139.0,1268.0,1361.0,902.0,844.0
2580,197.0,169.0,121.0,137.0,1268.0,1362.0,902.0,844.0
2590,195.0,171.0,119.0,137.0,1269.0,1362.0,903.0,844.0
2600,194.0,169.0,121.0,138.0,1269.0,1362.0,903.0,844.0
2610,195.0,167.0,118.0,139.0,1270.0,1362.0,905.0,844.0
2620,192.0,165.0,122.0,138.0,1270.0,1363.0,905.0,846.0
2630,191.0,167.0,120.0,137.0,1270.0,1363.0,906.0,846.0
2640,190.0,165.0,120.0,137.0,1273.0,1364.0,906.0,846.0
2650,189.0,161.0,119.0,138.0,1273.0,1367.0,907.0,846.0
2660,187.0,162.0,117.0,138.0,1275.0,1367.0,908.0,846.0
2670,186.0,162.0,116.0,140.0,1275.0,1367.0,908.0,846.0
2680,184.0,161.0,115.0,142.0,1275.0,1368.0,909.0,846.0
2690,183.0,160.0,112.0,143.0,1275.0,1369.0,911.0,847.0
2700,184.0,162.0,111.0,139.0,1276.0,1370.0,911.0,847.0
2710,186.0,161.0,111.0,138.0,1276.0,1370.0,911.0,847.0
2720,184.0,158.0,113.0,137.0,1276.0,1373.0,912.0,848.0
2730,181.0,155.0,114.0,137.0,1276.0,1375.0,912.0,850.0
2740,181.0,152.0,115.0,137.0,1276.0,1375.0,913.0,851.0
2750,184.0,152.0,113.0,136.0,1276.0,1375.0,913.0,851.0
2760,184.0,152.0,112.0,136.0,1276.0,1376.0,913.0,851.0
2770,182.0,152.0,115.0,135.0,1276.0,1376.0,913.0,851.0
2780,183.0,154.0,113.0,134.0,1276.0,1376.0,913.0,851.0
2790,184.0,154.0,113.0,133.0,1276.0,1376.0,913.0,851.0
2800,181.0,155.0,112.0,134.0,1276.0,1376.0,914.0,852.0
2810,180.0,153.0,112.0,134.0,1277.0,1378.0,914.0,852.0
2820,179.0,152.0,114.0,132.0,1277.0,1378.0,914.0,854.0
2830,182.0,152.0,113.0,130.0,1278.0,1378.0,915.0,854.0
2840,183.0,150.0,112.0,129.0,1278.0,1378.0,915.0,855.0
2850,181.0,149.0,112.0,131.0,1278.0,1378.0,916.0,855.0
2860,180.0,150.0,111.0,131.0,1278.0,1379.0,916.0,855.0
2870,179.0,148.0,113.0,131.0,1278.0,1379.0,916.0,856.0
2880,177.0,151.0,112.0,128.0,1279.0,1379.0,916.0,858.0
2890,176.0,149.0,114.0,129.0,1279.0,1379.0,916.0,858.0
2900,175.0,148.0,112.0,130.0,1280.0,1379.0,917.0,859.0
2910,178.0,148.0,110.0,128.0,1281.0,1379.0,917.0,859.0
2920,174.0,148.0,111.0,130.0,1282.0,1379.0,917.0,859.0
2930,172.0,145.0,115.0,131.0,1282.0,1379.0,917.0,859.0
2940,172.0,143.0,114.0,133.0,1283.0,1379.0,917.0,859.0
2950,171.0,141.0,116.0,133.0,1283.0,1380.0,917.0,859.0
2960,172.0,143.0,113.0,133.0,1283.0,1380.0,918.0,860.0
2970,171.0,143.0,110.0,134.0,1283.0,1381.0,918.0,860.0
2980,171.0,143.0,110.0,132.0,1284.0,1381.0,918.0,862.0
2990,172.0,146.0,109.0,128.0,1284.0,1381.0,918.0,862.0
3000,171.0,145.0,108.0,129.0,1284.0,1381.0,921.0,862.0
3010,172.0,144.0,107.0,127.0,1284.0,1382.0,921.0,863.0
3020,171.0,145.0,106.0,126.0,1285.0,1382.0,921.0,864.0
3030,172.0,145.0,106.0,125.0,1285.0,1382.0,921.0,864.0
3040,172.0,145.0,107.0,121.0,1285.0,1382.0,921.0,867.0
3050,170.0,146.0,106.0,122.0,1286.0,1382.0,921.0,867.0
3060,168.0,146.0,106.0,123.0,1287.0,1382.0,921.0,867.0
3070,165.0,144.0,107.0,124.0,1289.0,1383.0,921.0,867.0
3080,168.0,146.0,104.0,122.0,1289.0,1383.0,921.0,867.0
3090,171.0,144.0,104.0,121.0,1289.0,1383.0,921.0,867.0
3100,170.0,138.0,105.0,123.0,1289.0,1385.0,922.0,868.0
3110,171.0,138.0,104.0,122.0,1289.0,1385.0,923.0,868.0
3120,172.0,140.0,103.0,120.0,1289.0,1385.0,923.0,868.0
3130,170.0,139.0,104.0,121.0,1290.0,1385.0,923.0,868.0
3140,169.0,140.0,101.0,120.0,1291.0,1385.0,925.0,869.0
3150,167.0,138.0,102.0,121.0,1291.0,1387.0,925.0,869.0
3160,168.0,134.0,102.0,122.0,1291.0,1389.0,925.0,869.0
3170,168.0,135.0,100.0,121.0,1291.0,1389.0,926.0,870.0
3180,167.0,136.0,100.0,120.0,1291.0,1389.0,926.0,871.0
3190,167.0,136.0,100.0,120.0,1291.0,1389.0,926.0,871.0
3200,166.0,137.0,100.0,120.0,1291.0,1389.0,926.0,871.0
3210,164.0,134.0,102.0,120.0,1292.0,1390.0,926.0,872.0
3220,166.0,132.0,102.0,120.0,1292.0,1390.0,926.0,872.0
3230,166.0,131.0,102.0,121.0,1292.0,1390.0,926.0,872.0
3240,167.0,127.0,104.0,120.0,1292.0,1392.0,926.0,872.0
3250,167.0,128.0,102.0,118.0,1292.0,1392.0,928.0,873.0
3260,167.0,130.0,101.0,115.0,1293.0,1392.0,928.0,874.0
3270,165.0,130.0,100.0,116.0,1294.0,1392.0,929.0,874.0
3280,164.0,129.0,102.0,116.0,1294.0,1392.0,929.0,874.0
3290,164.0,128.0,102.0,117.0,1294.0,1392.0,929.0,874.0
3300,164.0,128.0,101.0,115.0,1295.0,1393.0,929.0,875.0
3310,164.0,132.0,98.0,113.0,1295.0,1393.0,929.0,876.0
3320,163.0,131.0,95.0,114.0,1296.0,1395.0,930.0,876.0
3330,165.0,130.0,93.0,114.0,1296.0,1396.0,930.0,876.0
3340,166.0,130.0,94.0,112.0,1296.0,1396.0,930.0,876.0
3350,165.0,129.0,97.0,111.0,1296.0,1396.0,930.0,876.0
3360,166.0,126.0,98.0,110.0,1296.0,1397.0,931.0,876.0
3370,164.0,123.0,99.0,113.0,1296.0,1397.0,932.0,876.0
3380,161.0,124.0,99.0,114.0,1297.0,1397.0,932.0,876.0
3390,160.0,123.0,99.0,116.0,1297.0,1397.0,933.0,876.0
3400,161.0,122.0,98.0,114.0,1297.0,1397.0,934.0,877.0
3410,160.0,125.0,98.0,112.0,1297.0,1397.0,934.0,877.0
3420,161.0,126.0,95.0,111.0,1297.0,1398.0,935.0,877.0
3430,162.0,126.0,95.0,110.0,1297.0,1398.0,935.0,877.0
3440,161.0,126.0,95.0,111.0,1297.0,1398.0,936.0,877.0
3450,159.0,123.0,96.0,114.0,1297.0,1398.0,936.0,877.0
3460,158.0,124.0,94.0,114.0,1298.0,1398.0,937.0,877.0
3470,158.0,123.0,91.0,112.0,1300.0,1401.0,937.0,878.0
3480,158.0,124.0,89.0,112.0,1301.0,1401.0,937.0,878.0
3490,158.0,123.0,88.0,113.0,1301.0,1401.0,938.0,878.0
3500,157.0,119.0,91.0,114.0,1301.0,1402.0,938.0,878.0
3510,157.0,117.0,93.0,114.0,1301.0,1402.0,938.0,878.0
3520,157.0,113.0,93.0,116.0,1301.0,1403.0,939.0,878.0
3530,157.0,113.0,94.0,114.0,1301.0,1404.0,939.0,878.0
3540,156.0,114.0,94.0,113.0,1302.0,1404.0,939.0,878.0
3550,157.0,114.0,94.0,111.0,1302.0,1404.0,939.0,879.0
3560,158.0,115.0,92.0,111.0,1302.0,1404.0,939.0,879.0
3570,159.0,117.0,89.0,110.0,1302.0,1404.0,939.0,880.0
3580,158.0,117.0,89.0,111.0,1302.0,1404.0,939.0,880.0
3590,159.0,117.0,88.0,109.0,1302.0,1405.0,939.0,881.0
3600,161.0,115.0,88.0,109.0,1302.0,1405.0,939.0,881.0
3610,158.0,114.0,88.0,111.0,1303.0,1406.0,939.0,881.0
3620,157.0,113.0,88.0,111.0,1304.0,1407.0,939.0,881.0
3630,157.0,112.0,88.0,112.0,1304.0,1407.0,939.0,881.0
3640,155.0,113.0,87.0,113.0,1305.0,1407.0,939.0,881.0
3650,156.0,112.0,85.0,113.0,1305.0,1407.0,941.0,881.0
3660,154.0,115.0,85.0,112.0,1305.0,1407.0,941.0,881.0
3670,154.0,115.0,84.0,113.0,1305.0,1407.0,941.0,881.0
3680,155.0,113.0,84.0,112.0,1305.0,1409.0,941.0,881.0
3690,154.0,113.0,85.0,112.0,1305.0,1409.0,941.0,881.0
3700,154.0,113.0,85.0,110.0,1305.0,1410.0,941.0,882.0
3710,154.0,114.0,84.0,109.0,1305.0,1410.0,942.0,882.0
3720,154.0,113.0,84.0,110.0,1305.0,1410.0,942.0,882.0
3730,153.0,113.0,85.0,109.0,1305.0,1411.0,942.0,883.0
3740,154.0,111.0,84.0,110.0,1305.0,1411.0,942.0,883.0
3750,155.0,111.0,84.0,109.0,1305.0,1411.0,942.0,883.0
3760,155.0,110.0,84.0,110.0,1305.0,1411.0,942.0,883.0
3770,154.0,108.0,85.0,111.0,1305.0,1412.0,942.0,883.0
3780,154.0,106.0,85.0,112.0,1305.0,1413.0,942.0,883.0
3790,153.0,106.0,86.0,112.0,1305.0,1413.0,942.0,883.0
