Timestep,entities_sector_0,entities_sector_1,entities_sector_2,entities_sector_3,mov_0_to_0,mov_0_to_1,mov_0_to_2,mov_0_to_3,mov_1_to_0,mov_1_to_1,mov_1_to_2,mov_1_to_3,mov_2_to_0,mov_2_to_1,mov_2_to_2,mov_2_to_3,mov_3_to_0,mov_3_to_1,mov_3_to_2,mov_3_to_3
11380,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
13400,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5850,19.0,15.0,18.0,18.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
13640,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
9260,9.0,5.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0
4510,36.0,21.0,37.0,34.0,36.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0
13140,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4900,33.0,19.0,27.0,26.0,33.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,25.0
6200,17.0,9.0,16.0,14.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,14.0
12700,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2870,97.0,65.0,82.0,95.0,96.0,0.0,3.0,1.0,0.0,64.0,0.0,0.0,0.0,1.0,79.0,0.0,1.0,0.0,0.0,94.0
6930,15.0,8.0,14.0,9.0,15.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0
17030,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11730,2.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
10740,4.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0
5340,27.0,17.0,21.0,17.0,27.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,16.0
7150,14.0,8.0,13.0,10.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0
13510,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8790,9.0,6.0,10.0,7.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0
15160,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3270,82.0,53.0,67.0,68.0,82.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,67.0
10370,3.0,5.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
7060,16.0,8.0,12.0,9.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0
12040,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0
7000,15.0,8.0,13.0,9.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0
9210,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0
1770,233.0,175.0,164.0,187.0,229.0,1.0,1.0,0.0,1.0,172.0,0.0,1.0,1.0,0.0,163.0,0.0,2.0,2.0,0.0,186.0
14250,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8980,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,7.0
860,466.0,407.0,308.0,407.0,461.0,1.0,0.0,1.0,1.0,405.0,0.0,1.0,3.0,1.0,308.0,0.0,1.0,0.0,0.0,405.0
12080,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
16240,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10230,5.0,5.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0
540,743.0,635.0,521.0,634.0,741.0,1.0,2.0,3.0,1.0,633.0,1.0,1.0,0.0,0.0,518.0,0.0,1.0,1.0,0.0,630.0
12900,2.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2210,164.0,110.0,124.0,141.0,162.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,124.0,0.0,1.0,0.0,0.0,141.0
1130,380.0,298.0,253.0,319.0,379.0,1.0,1.0,2.0,1.0,297.0,1.0,1.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,316.0
15520,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10630,3.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
7560,11.0,7.0,14.0,7.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0
1740,234.0,179.0,167.0,196.0,230.0,1.0,3.0,0.0,1.0,178.0,0.0,0.0,1.0,0.0,164.0,0.0,2.0,0.0,0.0,196.0
5930,16.0,11.0,20.0,17.0,16.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,17.0
13410,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
180,1466.0,1576.0,860.0,874.0,1465.0,1.0,0.0,1.0,1.0,1575.0,1.0,3.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,870.0
4230,47.0,31.0,41.0,33.0,46.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,1.0,0.0,33.0
11510,2.0,2.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0
2850,99.0,63.0,84.0,96.0,98.0,0.0,0.0,2.0,0.0,62.0,0.0,0.0,1.0,0.0,84.0,0.0,0.0,1.0,0.0,94.0
13620,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
4280,45.0,30.0,41.0,33.0,45.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,32.0
12980,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
14170,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
310,1371.0,1266.0,806.0,871.0,1366.0,1.0,2.0,3.0,1.0,1261.0,1.0,2.0,1.0,2.0,803.0,0.0,3.0,2.0,0.0,866.0
7120,15.0,8.0,13.0,9.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0
7520,12.0,8.0,13.0,8.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0
2140,176.0,119.0,126.0,144.0,176.0,0.0,0.0,0.0,0.0,119.0,2.0,3.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,141.0
11880,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
3260,83.0,54.0,66.0,67.0,83.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,1.0,0.0,67.0
14680,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5670,20.0,14.0,21.0,19.0,20.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,18.0
10290,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0
3410,73.0,49.0,69.0,52.0,69.0,0.0,1.0,1.0,0.0,49.0,1.0,0.0,1.0,0.0,67.0,0.0,3.0,0.0,0.0,51.0
1470,285.0,229.0,196.0,242.0,281.0,1.0,0.0,1.0,1.0,227.0,2.0,1.0,2.0,1.0,194.0,0.0,1.0,0.0,0.0,240.0
3600,67.0,38.0,58.0,53.0,66.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,1.0,1.0,58.0,0.0,0.0,0.0,0.0,53.0
830,478.0,419.0,316.0,415.0,473.0,1.0,3.0,4.0,1.0,417.0,2.0,2.0,2.0,0.0,311.0,0.0,2.0,1.0,0.0,409.0
480,879.0,747.0,592.0,713.0,874.0,1.0,1.0,0.0,1.0,744.0,1.0,1.0,3.0,1.0,590.0,0.0,1.0,1.0,0.0,712.0
4680,32.0,20.0,35.0,33.0,32.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,32.0
1550,275.0,216.0,176.0,232.0,272.0,1.0,1.0,1.0,1.0,213.0,0.0,0.0,2.0,2.0,175.0,0.0,0.0,0.0,0.0,231.0
12170,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
12230,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
10410,3.0,5.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
14010,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5000,33.0,18.0,24.0,24.0,33.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
1790,230.0,160.0,158.0,187.0,228.0,1.0,1.0,1.0,1.0,159.0,0.0,0.0,1.0,0.0,157.0,0.0,0.0,0.0,0.0,186.0
8190,9.0,9.0,10.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0
5960,16.0,12.0,19.0,17.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,17.0
9400,8.0,5.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
5280,27.0,17.0,21.0,17.0,27.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,17.0
3460,71.0,41.0,68.0,57.0,71.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,1.0,68.0,0.0,0.0,0.0,0.0,56.0
11900,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
16780,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6140,16.0,11.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16.0
13810,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7640,11.0,8.0,12.0,8.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0
10490,3.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
2430,127.0,97.0,115.0,119.0,124.0,0.0,0.0,3.0,0.0,97.0,1.0,0.0,1.0,0.0,114.0,0.0,2.0,0.0,0.0,116.0
6780,20.0,7.0,14.0,10.0,20.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0
15380,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3120,92.0,59.0,66.0,79.0,91.0,0.0,1.0,1.0,0.0,58.0,0.0,1.0,0.0,1.0,65.0,0.0,1.0,0.0,0.0,77.0
4350,43.0,25.0,42.0,31.0,42.0,0.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,31.0
16230,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7070,16.0,8.0,12.0,9.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0
3080,91.0,59.0,71.0,78.0,90.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,0.0,0.0,78.0
4300,44.0,29.0,41.0,35.0,44.0,0.0,0.0,1.0,0.0,29.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,33.0
3700,65.0,36.0,52.0,49.0,65.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,49.0
5660,21.0,15.0,21.0,18.0,21.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,18.0
16030,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1810,228.0,161.0,156.0,180.0,224.0,1.0,0.0,1.0,1.0,159.0,1.0,0.0,1.0,0.0,155.0,0.0,2.0,1.0,0.0,179.0
12710,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
6210,17.0,9.0,16.0,14.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0
16480,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15740,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2960,98.0,61.0,74.0,82.0,96.0,0.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,73.0,0.0,2.0,0.0,0.0,81.0
13380,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4610,31.0,22.0,36.0,33.0,31.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,0.0,33.0
13020,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
9060,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
3770,63.0,37.0,47.0,45.0,62.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,45.0
9010,6.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0
9520,9.0,5.0,7.0,6.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
1260,331.0,263.0,221.0,284.0,328.0,1.0,1.0,3.0,1.0,262.0,0.0,1.0,1.0,0.0,220.0,0.0,1.0,0.0,0.0,280.0
9490,10.0,5.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
8440,7.0,8.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0
3550,67.0,41.0,61.0,52.0,66.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,52.0
16450,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2090,183.0,128.0,126.0,145.0,182.0,0.0,0.0,1.0,0.0,127.0,0.0,0.0,1.0,0.0,126.0,0.0,0.0,1.0,0.0,144.0
7650,11.0,8.0,12.0,8.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0
1400,306.0,250.0,200.0,252.0,301.0,1.0,3.0,0.0,1.0,247.0,0.0,2.0,3.0,0.0,197.0,0.0,1.0,2.0,0.0,250.0
12330,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
14630,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8430,7.0,8.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0
13550,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
15550,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6790,20.0,7.0,14.0,10.0,20.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0
10940,2.0,3.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
6540,18.0,7.0,14.0,12.0,18.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,11.0
7270,14.0,9.0,12.0,10.0,14.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0
100,1543.0,1687.0,867.0,876.0,1542.0,1.0,3.0,1.0,1.0,1686.0,1.0,3.0,0.0,0.0,863.0,0.0,0.0,0.0,0.0,872.0
9390,8.0,5.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,7.0
2820,109.0,63.0,86.0,94.0,108.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,1.0,0.0,86.0,0.0,0.0,0.0,0.0,93.0
2910,96.0,63.0,78.0,89.0,94.0,0.0,1.0,1.0,0.0,63.0,0.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,0.0,88.0
6260,18.0,7.0,15.0,13.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,13.0
7550,11.0,7.0,14.0,7.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0
6510,19.0,7.0,14.0,11.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,11.0
1290,325.0,262.0,218.0,278.0,322.0,1.0,1.0,0.0,1.0,258.0,0.0,0.0,1.0,1.0,217.0,0.0,1.0,2.0,0.0,278.0
3230,85.0,52.0,67.0,69.0,85.0,0.0,0.0,0.0,0.0,52.0,1.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,68.0
15780,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8610,8.0,7.0,9.0,9.0,7.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,8.0
11640,2.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
10830,5.0,3.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0
9040,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
14880,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9860,5.0,4.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0
1580,272.0,209.0,168.0,226.0,268.0,1.0,1.0,0.0,1.0,206.0,1.0,0.0,3.0,1.0,166.0,0.0,0.0,1.0,0.0,226.0
9320,7.0,5.0,7.0,8.0,7.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
6340,18.0,7.0,16.0,12.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,12.0
5160,32.0,19.0,24.0,17.0,31.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,17.0
12260,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
5970,17.0,12.0,19.0,16.0,16.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,16.0
1950,209.0,135.0,137.0,164.0,209.0,0.0,1.0,1.0,0.0,135.0,0.0,2.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,161.0
16320,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14580,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4100,50.0,29.0,44.0,38.0,50.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,37.0
960,428.0,365.0,287.0,373.0,426.0,1.0,1.0,0.0,1.0,362.0,5.0,0.0,1.0,1.0,281.0,0.0,0.0,1.0,0.0,373.0
7570,11.0,7.0,14.0,7.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0
14210,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1560,272.0,214.0,176.0,231.0,269.0,1.0,1.0,2.0,1.0,212.0,0.0,2.0,0.0,0.0,175.0,0.0,2.0,1.0,0.0,227.0
4190,47.0,29.0,42.0,35.0,47.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,34.0
9170,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0
4770,34.0,23.0,29.0,27.0,34.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,27.0
12650,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
8070,11.0,8.0,11.0,8.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0
8360,6.0,8.0,11.0,8.0,6.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0
11200,2.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0
4470,38.0,21.0,37.0,34.0,38.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,34.0
8020,11.0,8.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0
1780,232.0,169.0,161.0,186.0,228.0,1.0,1.0,0.0,1.0,168.0,2.0,3.0,2.0,0.0,158.0,0.0,1.0,0.0,0.0,183.0
