Timestep,entities_sector_0,entities_sector_1,entities_sector_2,entities_sector_3,mov_0_to_0,mov_0_to_1,mov_0_to_2,mov_0_to_3,mov_1_to_0,mov_1_to_1,mov_1_to_2,mov_1_to_3,mov_2_to_0,mov_2_to_1,mov_2_to_2,mov_2_to_3,mov_3_to_0,mov_3_to_1,mov_3_to_2,mov_3_to_3
3900,57.0,32.0,50.0,44.0,57.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,44.0
5780,17.0,13.0,18.0,22.0,16.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,22.0
9870,5.0,5.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0
14690,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
13090,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
14140,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
15070,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9420,9.0,5.0,6.0,7.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0
7440,14.0,8.0,11.0,8.0,13.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0
15980,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6640,18.0,7.0,14.0,12.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,12.0
1420,297.0,247.0,198.0,244.0,294.0,2.0,1.0,2.0,1.0,243.0,1.0,0.0,1.0,0.0,196.0,0.0,1.0,2.0,0.0,242.0
13040,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
12350,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
15170,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6360,18.0,7.0,16.0,12.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,12.0
15970,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6150,16.0,9.0,15.0,17.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16.0
2940,99.0,62.0,76.0,86.0,99.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,86.0
10750,4.0,3.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
16270,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
880,460.0,398.0,303.0,395.0,455.0,1.0,1.0,3.0,1.0,396.0,0.0,0.0,0.0,0.0,302.0,0.0,4.0,1.0,0.0,392.0
410,1068.0,921.0,669.0,799.0,1061.0,1.0,1.0,7.0,1.0,918.0,3.0,0.0,2.0,1.0,665.0,0.0,4.0,1.0,0.0,792.0
16550,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1310,326.0,263.0,216.0,267.0,321.0,1.0,0.0,2.0,1.0,260.0,0.0,0.0,2.0,0.0,216.0,0.0,2.0,2.0,0.0,265.0
8060,11.0,8.0,11.0,8.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0
15730,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8550,7.0,7.0,10.0,9.0,6.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
15870,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9030,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
1640,253.0,195.0,165.0,214.0,251.0,1.0,0.0,1.0,1.0,192.0,0.0,0.0,1.0,0.0,165.0,0.0,0.0,2.0,0.0,213.0
2900,96.0,63.0,79.0,89.0,95.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,0.0,89.0
16210,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12630,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
3480,68.0,41.0,66.0,60.0,67.0,0.0,1.0,2.0,0.0,40.0,0.0,1.0,1.0,0.0,65.0,0.0,0.0,1.0,0.0,57.0
5710,19.0,13.0,21.0,20.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,19.0
7360,14.0,8.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,9.0
16140,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12530,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
14540,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11320,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
16510,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4580,32.0,21.0,38.0,34.0,32.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,34.0
3750,63.0,36.0,49.0,49.0,63.0,0.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
3330,77.0,53.0,71.0,61.0,77.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,61.0
9900,5.0,4.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0
15100,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12510,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
9230,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0
13450,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
15890,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10790,4.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0
3280,81.0,54.0,67.0,66.0,81.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,0.0,66.0
15210,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3180,90.0,55.0,67.0,77.0,89.0,0.0,1.0,0.0,0.0,55.0,0.0,2.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,75.0
13160,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
11650,2.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
14900,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1670,250.0,189.0,161.0,212.0,248.0,1.0,0.0,1.0,1.0,186.0,1.0,2.0,0.0,0.0,160.0,0.0,1.0,2.0,0.0,209.0
120,1525.0,1653.0,869.0,878.0,1524.0,1.0,0.0,1.0,1.0,1652.0,5.0,2.0,0.0,0.0,864.0,0.0,0.0,0.0,0.0,875.0
1710,237.0,185.0,164.0,201.0,235.0,1.0,0.0,0.0,1.0,182.0,2.0,0.0,0.0,0.0,162.0,0.0,1.0,2.0,0.0,201.0
6490,19.0,7.0,14.0,11.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,11.0
2600,118.0,81.0,100.0,105.0,116.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,2.0,0.0,100.0,0.0,0.0,1.0,0.0,104.0
10500,3.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
12090,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
6720,19.0,7.0,14.0,11.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,11.0
2580,117.0,86.0,100.0,104.0,117.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,102.0
10340,4.0,5.0,6.0,7.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0
1380,311.0,255.0,204.0,257.0,309.0,1.0,0.0,4.0,1.0,252.0,0.0,0.0,0.0,1.0,204.0,0.0,1.0,1.0,0.0,253.0
5490,24.0,16.0,20.0,17.0,24.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,17.0
9480,10.0,5.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
13130,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
15640,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14360,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5580,21.0,14.0,21.0,20.0,21.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,20.0
1390,309.0,254.0,200.0,254.0,305.0,1.0,0.0,0.0,1.0,249.0,0.0,3.0,0.0,3.0,200.0,0.0,3.0,1.0,0.0,251.0
14920,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5310,27.0,17.0,21.0,17.0,27.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,17.0
2240,154.0,111.0,126.0,139.0,154.0,0.0,0.0,1.0,0.0,110.0,0.0,1.0,0.0,0.0,126.0,0.0,0.0,1.0,0.0,137.0
7230,14.0,9.0,12.0,10.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,10.0
12220,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
4090,50.0,31.0,45.0,40.0,50.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,40.0
3250,85.0,52.0,67.0,68.0,84.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,68.0
11030,2.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0
2990,94.0,60.0,77.0,81.0,94.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,81.0
10900,3.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
13340,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
14460,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
16670,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7140,14.0,8.0,13.0,10.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0
1930,214.0,138.0,136.0,165.0,212.0,0.0,0.0,0.0,0.0,136.0,0.0,1.0,0.0,2.0,136.0,0.0,2.0,0.0,0.0,164.0
4400,38.0,22.0,40.0,38.0,38.0,0.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,36.0
5730,19.0,13.0,17.0,21.0,19.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,20.0
5030,33.0,18.0,24.0,23.0,33.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,22.0
6050,17.0,13.0,17.0,16.0,17.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,16.0
9970,6.0,4.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
15320,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,1578.0,1732.0,849.0,843.0,1577.0,1.0,1.0,3.0,1.0,1731.0,1.0,1.0,0.0,0.0,847.0,0.0,0.0,0.0,0.0,839.0
16730,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15410,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4670,33.0,21.0,35.0,32.0,32.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,31.0
3210,86.0,56.0,67.0,69.0,86.0,0.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,69.0
50,1571.0,1722.0,853.0,856.0,1570.0,1.0,1.0,4.0,1.0,1721.0,1.0,3.0,0.0,0.0,851.0,0.0,0.0,0.0,0.0,849.0
2220,160.0,111.0,124.0,140.0,160.0,0.0,2.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,122.0,0.0,0.0,0.0,0.0,140.0
5470,23.0,15.0,21.0,18.0,23.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,18.0
9790,5.0,4.0,7.0,9.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0
390,1157.0,979.0,705.0,833.0,1153.0,1.0,3.0,2.0,1.0,973.0,0.0,2.0,0.0,1.0,702.0,0.0,3.0,4.0,0.0,829.0
5420,24.0,17.0,20.0,19.0,24.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,19.0
2420,129.0,98.0,116.0,119.0,127.0,0.0,1.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,115.0,0.0,2.0,0.0,0.0,119.0
12720,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
1360,323.0,257.0,207.0,257.0,321.0,1.0,1.0,0.0,1.0,254.0,0.0,1.0,0.0,0.0,206.0,0.0,1.0,2.0,0.0,256.0
15060,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13530,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7810,12.0,8.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0
12370,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
16790,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13950,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
9840,5.0,4.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0
15630,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5810,19.0,14.0,17.0,20.0,18.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,20.0
15140,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16990,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6610,18.0,7.0,15.0,11.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0
4360,43.0,25.0,41.0,32.0,42.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,31.0
15880,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3760,62.0,38.0,48.0,46.0,62.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,1.0,0.0,46.0
16660,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3140,90.0,59.0,66.0,78.0,90.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,78.0
4420,37.0,23.0,40.0,35.0,37.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,35.0
11920,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
3190,89.0,55.0,66.0,73.0,88.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,73.0
2810,109.0,65.0,87.0,93.0,108.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,0.0,0.0,93.0
8640,8.0,7.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
10300,5.0,5.0,5.0,7.0,5.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0
12920,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
4240,44.0,30.0,43.0,35.0,44.0,0.0,1.0,2.0,0.0,30.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,33.0
5530,23.0,14.0,21.0,18.0,23.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,18.0
5940,15.0,11.0,20.0,18.0,15.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,17.0
16810,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3680,65.0,37.0,52.0,50.0,64.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,49.0
15430,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8450,7.0,8.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0
10060,5.0,4.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
13880,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8860,9.0,6.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0
2270,147.0,108.0,122.0,137.0,146.0,0.0,1.0,1.0,0.0,107.0,1.0,1.0,0.0,1.0,120.0,0.0,1.0,0.0,0.0,135.0
10610,3.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
10430,3.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0
16620,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8930,7.0,6.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0
660,588.0,532.0,415.0,519.0,586.0,1.0,3.0,0.0,1.0,528.0,1.0,0.0,1.0,2.0,411.0,0.0,0.0,1.0,0.0,519.0
3930,56.0,31.0,50.0,44.0,56.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,44.0
5790,17.0,13.0,18.0,22.0,17.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,22.0
240,1419.0,1540.0,855.0,868.0,1417.0,1.0,4.0,1.0,1.0,1536.0,2.0,2.0,1.0,3.0,849.0,0.0,0.0,0.0,0.0,865.0
2110,181.0,124.0,126.0,144.0,181.0,0.0,0.0,0.0,0.0,124.0,1.0,1.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,143.0
13220,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
12050,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
5360,27.0,18.0,21.0,16.0,26.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,1.0,0.0,16.0
8110,10.0,8.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0
17110,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8570,7.0,7.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0
850,464.0,410.0,315.0,412.0,461.0,1.0,2.0,2.0,1.0,407.0,1.0,0.0,0.0,1.0,312.0,0.0,2.0,1.0,0.0,410.0
15450,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2720,114.0,70.0,90.0,99.0,113.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,99.0
11110,2.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
11020,3.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0
