Timestep,Sector,Num CellSmutans,OccupiedSpace CellSmutans,Num CellSmitis,OccupiedSpace CellSmitis,Num Macromoleculeahl,OccupiedSpace Macromoleculeahl,Diffusion Rate Macromoleculeahl,EmptySpace Sector
1350,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1350,4,1,0.5235987755982988,0,0.0,293,1.4617896669141827e-06,1.0,4.064274762612034
1350,5,0,0.0,0,0.0,379,1.8908473848480385e-06,1.0,4.587873109152615
1350,6,0,0.0,0,0.0,290,1.4468225372188157e-06,1.0,4.587873553177462
1350,7,0,0.0,0,0.0,379,1.8908473848480385e-06,1.0,4.587873109152615
1360,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1360,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1360,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1360,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1360,4,1,0.5235987755982988,0,0.0,288,1.4368444507552377e-06,1.0,4.06427478755725
1360,5,0,0.0,0,0.0,375,1.8708912119208823e-06,1.0,4.587873129108788
1360,6,0,0.0,0,0.0,289,1.4418334939870267e-06,1.0,4.587873558166505
1360,7,0,0.0,0,0.0,375,1.8708912119208823e-06,1.0,4.587873129108788
1370,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1370,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1370,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1370,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1370,4,1,0.5235987755982988,0,0.0,285,1.4218773210598707e-06,1.0,4.06427480252438
1370,5,0,0.0,0,0.0,371,1.8509350389937263e-06,1.0,4.5878731490649605
1370,6,0,0.0,0,0.0,284,1.4168882778280815e-06,1.0,4.587873583111722
1370,7,0,0.0,0,0.0,372,1.8559240822255153e-06,1.0,4.5878731440759175
1380,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1380,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1380,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1380,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1380,4,1,0.5235987755982988,0,0.0,282,1.4069101913645035e-06,1.0,4.064274817491509
1380,5,0,0.0,0,0.0,370,1.8459459957619373e-06,1.0,4.587873154054003
1380,6,0,0.0,0,0.0,279,1.3919430616691365e-06,1.0,4.587873608056938
1380,7,0,0.0,0,0.0,370,1.8459459957619373e-06,1.0,4.587873154054003
1390,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1390,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1390,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1390,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1390,4,1,0.5235987755982988,0,0.0,280,1.3969321049009255e-06,1.0,4.064274827469596
1390,5,0,0.0,0,0.0,366,1.8259898228347811e-06,1.0,4.587873174010177
1390,6,0,0.0,0,0.0,273,1.3620088022784024e-06,1.0,4.587873637991197
1390,7,0,0.0,0,0.0,369,1.8409569525301483e-06,1.0,4.587873159043047
1400,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1400,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1400,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1400,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1400,4,1,0.5235987755982988,0,0.0,277,1.3819649752055586e-06,1.0,4.064274842436726
1400,5,0,0.0,0,0.0,365,1.8210007796029921e-06,1.0,4.58787317899922
1400,6,0,0.0,0,0.0,273,1.3620088022784024e-06,1.0,4.587873637991197
1400,7,0,0.0,0,0.0,365,1.8210007796029921e-06,1.0,4.58787317899922
1410,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1410,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1410,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1410,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1410,4,1,0.5235987755982988,0,0.0,272,1.3570197590466134e-06,1.0,4.0642748673819415
1410,5,0,0.0,0,0.0,362,1.8060336499076252e-06,1.0,4.58787319396635
1410,6,0,0.0,0,0.0,273,1.3620088022784024e-06,1.0,4.587873637991197
1410,7,0,0.0,0,0.0,364,1.8160117363712032e-06,1.0,4.587873183988263
1420,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1420,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1420,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1420,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1420,4,1,0.5235987755982988,0,0.0,271,1.3520307158148244e-06,1.0,4.0642748723709845
1420,5,0,0.0,0,0.0,355,1.771110347285102e-06,1.0,4.587873228889652
1420,6,0,0.0,0,0.0,270,1.3470416725830354e-06,1.0,4.587873652958327
1420,7,0,0.0,0,0.0,363,1.8110226931394142e-06,1.0,4.587873188977307
1430,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1430,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1430,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1430,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1430,4,1,0.5235987755982988,0,0.0,272,1.3570197590466134e-06,1.0,4.0642748673819415
1430,5,0,0.0,0,0.0,356,1.776099390516891e-06,1.0,4.587873223900609
1430,6,0,0.0,0,0.0,265,1.3220964564240902e-06,1.0,4.587873677903543
1430,7,0,0.0,0,0.0,360,1.7960555634440472e-06,1.0,4.587873203944436
1440,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1440,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1440,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1440,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1440,4,1,0.5235987755982988,0,0.0,273,1.3620088022784024e-06,1.0,4.064274862392899
1440,5,0,0.0,0,0.0,355,1.771110347285102e-06,1.0,4.587873228889652
1440,6,0,0.0,0,0.0,261,1.3021402834969342e-06,1.0,4.587873697859716
1440,7,0,0.0,0,0.0,356,1.776099390516891e-06,1.0,4.587873223900609
1450,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1450,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1450,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1450,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1450,4,1,0.5235987755982988,0,0.0,272,1.3570197590466134e-06,1.0,4.0642748673819415
1450,5,0,0.0,0,0.0,356,1.776099390516891e-06,1.0,4.587873223900609
1450,6,0,0.0,0,0.0,260,1.297151240265145e-06,1.0,4.587873702848759
1450,7,0,0.0,0,0.0,348,1.7361870446625788e-06,1.0,4.587873263812955
1460,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1460,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1460,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1460,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1460,4,1,0.5235987755982988,0,0.0,270,1.3470416725830354e-06,1.0,4.064274877360028
1460,5,0,0.0,0,0.0,355,1.771110347285102e-06,1.0,4.587873228889652
1460,6,0,0.0,0,0.0,258,1.287173153801567e-06,1.0,4.587873712826846
1460,7,0,0.0,0,0.0,347,1.7311980014307898e-06,1.0,4.587873268801998
1470,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1470,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1470,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1470,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1470,4,1,0.5235987755982988,0,0.0,266,1.3270854996558792e-06,1.0,4.064274897316201
1470,5,0,0.0,0,0.0,353,1.761132260821524e-06,1.0,4.587873238867739
1470,6,0,0.0,0,0.0,258,1.287173153801567e-06,1.0,4.587873712826846
1470,7,0,0.0,0,0.0,342,1.7062527852718446e-06,1.0,4.587873293747214
1480,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1480,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1480,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1480,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1480,4,1,0.5235987755982988,0,0.0,266,1.3270854996558792e-06,1.0,4.064274897316201
1480,5,0,0.0,0,0.0,353,1.761132260821524e-06,1.0,4.587873238867739
1480,6,0,0.0,0,0.0,258,1.287173153801567e-06,1.0,4.587873712826846
1480,7,0,0.0,0,0.0,338,1.6862966123446887e-06,1.0,4.587873313703387
1490,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1490,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1490,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1490,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1490,4,1,0.5235987755982988,0,0.0,269,1.3420526293512464e-06,1.0,4.064274882349071
1490,5,0,0.0,0,0.0,346,1.7262089581990008e-06,1.0,4.5878732737910415
1490,6,0,0.0,0,0.0,255,1.2722060241062e-06,1.0,4.587873727793975
1490,7,0,0.0,0,0.0,335,1.6713294826493217e-06,1.0,4.587873328670517
1500,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1500,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1500,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1500,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1500,4,1,0.5235987755982988,0,0.0,267,1.3320745428876682e-06,1.0,4.064274892327158
1500,5,0,0.0,0,0.0,341,1.7012637420400557e-06,1.0,4.587873298736257
1500,6,0,0.0,0,0.0,253,1.262227937642622e-06,1.0,4.587873737772062
1500,7,0,0.0,0,0.0,336,1.6763185258811107e-06,1.0,4.587873323681474
1510,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1510,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1510,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1510,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1510,4,1,0.5235987755982988,0,0.0,266,1.3270854996558792e-06,1.0,4.064274897316201
1510,5,0,0.0,0,0.0,338,1.6862966123446887e-06,1.0,4.587873313703387
1510,6,0,0.0,0,0.0,253,1.262227937642622e-06,1.0,4.587873737772062
1510,7,0,0.0,0,0.0,335,1.6713294826493217e-06,1.0,4.587873328670517
1520,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1520,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1520,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1520,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1520,4,1,0.5235987755982988,0,0.0,267,1.3320745428876682e-06,1.0,4.064274892327158
1520,5,0,0.0,0,0.0,338,1.6862966123446887e-06,1.0,4.587873313703387
1520,6,0,0.0,0,0.0,249,1.2422717647154659e-06,1.0,4.587873757728235
1520,7,0,0.0,0,0.0,332,1.6563623529539545e-06,1.0,4.587873343637646
1530,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1530,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1530,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1530,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1530,4,1,0.5235987755982988,0,0.0,266,1.3270854996558792e-06,1.0,4.064274897316201
1530,5,0,0.0,0,0.0,328,1.6364061800267985e-06,1.0,4.587873363593819
1530,6,0,0.0,0,0.0,241,1.2023594188611537e-06,1.0,4.58787379764058
1530,7,0,0.0,0,0.0,333,1.6613513961857435e-06,1.0,4.5878733386486035
1540,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1540,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1540,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1540,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1540,4,1,0.5235987755982988,0,0.0,264,1.3171074131923012e-06,1.0,4.064274907294287
1540,5,0,0.0,0,0.0,327,1.6314171367950095e-06,1.0,4.587873368582863
1540,6,0,0.0,0,0.0,239,1.1923813323975757e-06,1.0,4.587873807618667
1540,7,0,0.0,0,0.0,326,1.6264280935632203e-06,1.0,4.587873373571906
1550,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1550,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1550,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1550,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1550,4,1,0.5235987755982988,0,0.0,261,1.3021402834969342e-06,1.0,4.064274922261417
1550,5,0,0.0,0,0.0,326,1.6264280935632203e-06,1.0,4.587873373571906
1550,6,0,0.0,0,0.0,236,1.1774142027022087e-06,1.0,4.587873822585797
1550,7,0,0.0,0,0.0,320,1.5964938341724864e-06,1.0,4.5878734035061655
1560,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1560,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1560,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1560,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1560,4,1,0.5235987755982988,0,0.0,259,1.292162197033356e-06,1.0,4.0642749322395035
1560,5,0,0.0,0,0.0,318,1.5865157477089084e-06,1.0,4.587873413484251
1560,6,0,0.0,0,0.0,234,1.1674361162386305e-06,1.0,4.587873832563883
1560,7,0,0.0,0,0.0,321,1.6014828774042754e-06,1.0,4.5878733985171225
1570,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1570,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1570,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1570,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1570,4,1,0.5235987755982988,0,0.0,258,1.287173153801567e-06,1.0,4.0642749372285465
1570,5,0,0.0,0,0.0,316,1.5765376612453302e-06,1.0,4.587873423462338
1570,6,0,0.0,0,0.0,235,1.1724251594704195e-06,1.0,4.58787382757484
1570,7,0,0.0,0,0.0,320,1.5964938341724864e-06,1.0,4.5878734035061655
1580,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1580,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1580,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1580,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1580,4,1,0.5235987755982988,0,0.0,254,1.267216980874411e-06,1.0,4.06427495718472
1580,5,0,0.0,0,0.0,313,1.5615705315499632e-06,1.0,4.587873438429468
1580,6,0,0.0,0,0.0,234,1.1674361162386305e-06,1.0,4.587873832563883
1580,7,0,0.0,0,0.0,321,1.6014828774042754e-06,1.0,4.5878733985171225
1590,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1590,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1590,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1590,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1590,4,1,0.5235987755982988,0,0.0,251,1.2522498511790439e-06,1.0,4.06427497215185
1590,5,0,0.0,0,0.0,312,1.5565814883181742e-06,1.0,4.587873443418511
1590,6,0,0.0,0,0.0,235,1.1724251594704195e-06,1.0,4.58787382757484
1590,7,0,0.0,0,0.0,320,1.5964938341724864e-06,1.0,4.5878734035061655
1600,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1600,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1600,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1600,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1600,4,1,0.5235987755982988,0,0.0,247,1.2322936782518879e-06,1.0,4.064274992108023
1600,5,0,0.0,0,0.0,312,1.5565814883181742e-06,1.0,4.587873443418511
1600,6,0,0.0,0,0.0,234,1.1674361162386305e-06,1.0,4.587873832563883
1600,7,0,0.0,0,0.0,315,1.5715486180135412e-06,1.0,4.587873428451381
1610,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1610,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1610,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1610,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1610,4,1,0.5235987755982988,0,0.0,247,1.2322936782518879e-06,1.0,4.064274992108023
1610,5,0,0.0,0,0.0,310,1.5466034018545962e-06,1.0,4.587873453396598
1610,6,0,0.0,0,0.0,232,1.1574580297750526e-06,1.0,4.58787384254197
1610,7,0,0.0,0,0.0,313,1.5615705315499632e-06,1.0,4.587873438429468
1620,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1620,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1620,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1620,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1620,4,1,0.5235987755982988,0,0.0,245,1.22231559178831e-06,1.0,4.064275002086109
1620,5,0,0.0,0,0.0,310,1.5466034018545962e-06,1.0,4.587873453396598
1620,6,0,0.0,0,0.0,228,1.1375018568478966e-06,1.0,4.587873862498142
1620,7,0,0.0,0,0.0,312,1.5565814883181742e-06,1.0,4.587873443418511
1630,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1630,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1630,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1630,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1630,4,1,0.5235987755982988,0,0.0,242,1.2073484620929427e-06,1.0,4.064275017053238
1630,5,0,0.0,0,0.0,308,1.536625315391018e-06,1.0,4.5878734633746845
1630,6,0,0.0,0,0.0,228,1.1375018568478966e-06,1.0,4.587873862498142
1630,7,0,0.0,0,0.0,307,1.531636272159229e-06,1.0,4.5878734683637274
1640,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1640,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1640,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1640,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1640,4,1,0.5235987755982988,0,0.0,238,1.1873922891657867e-06,1.0,4.064275037009412
1640,5,0,0.0,0,0.0,309,1.541614358622807e-06,1.0,4.587873458385641
1640,6,0,0.0,0,0.0,229,1.1424909000796856e-06,1.0,4.587873857509099
1640,7,0,0.0,0,0.0,303,1.511680099232073e-06,1.0,4.5878734883199
1650,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1650,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1650,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1650,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1650,4,1,0.5235987755982988,0,0.0,239,1.1923813323975757e-06,1.0,4.064275032020368
1650,5,0,0.0,0,0.0,304,1.516669142463862e-06,1.0,4.587873483330857
1650,6,0,0.0,0,0.0,225,1.1225347271525294e-06,1.0,4.587873877465272
1650,7,0,0.0,0,0.0,304,1.516669142463862e-06,1.0,4.587873483330857
1660,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1660,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1660,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1660,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1660,4,1,0.5235987755982988,0,0.0,236,1.1774142027022087e-06,1.0,4.064275046987498
1660,5,0,0.0,0,0.0,306,1.52664722892744e-06,1.0,4.58787347335277
1660,6,0,0.0,0,0.0,223,1.1125566406889514e-06,1.0,4.587873887443359
1660,7,0,0.0,0,0.0,300,1.4967129695367058e-06,1.0,4.58787350328703
1670,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1670,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1670,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1670,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1670,4,1,0.5235987755982988,0,0.0,232,1.1574580297750526e-06,1.0,4.0642750669436705
1670,5,0,0.0,0,0.0,305,1.521658185695651e-06,1.0,4.587873478341813
1670,6,0,0.0,0,0.0,222,1.1075675974571624e-06,1.0,4.587873892432402
1670,7,0,0.0,0,0.0,294,1.4667787101459719e-06,1.0,4.587873533221289
1680,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1680,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1680,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1680,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1680,4,1,0.5235987755982988,0,0.0,232,1.1574580297750526e-06,1.0,4.0642750669436705
1680,5,0,0.0,0,0.0,303,1.511680099232073e-06,1.0,4.5878734883199
1680,6,0,0.0,0,0.0,221,1.1025785542253734e-06,1.0,4.587873897421446
1680,7,0,0.0,0,0.0,291,1.4518115804506047e-06,1.0,4.587873548188419
1690,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1690,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1690,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1690,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1690,4,1,0.5235987755982988,0,0.0,231,1.1524689865432636e-06,1.0,4.064275071932714
1690,5,0,0.0,0,0.0,300,1.4967129695367058e-06,1.0,4.58787350328703
1690,6,0,0.0,0,0.0,220,1.0975895109935844e-06,1.0,4.587873902410489
1690,7,0,0.0,0,0.0,290,1.4468225372188157e-06,1.0,4.587873553177462
1700,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1700,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1700,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1700,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1700,4,1,0.5235987755982988,0,0.0,230,1.1474799433114746e-06,1.0,4.064275076921757
1700,5,0,0.0,0,0.0,297,1.4817458398413389e-06,1.0,4.58787351825416
1700,6,0,0.0,0,0.0,215,1.0726442948346392e-06,1.0,4.587873927355704
1700,7,0,0.0,0,0.0,291,1.4518115804506047e-06,1.0,4.587873548188419
1710,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1710,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1710,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1710,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1710,4,1,0.5235987755982988,0,0.0,227,1.1325128136161074e-06,1.0,4.064275091888887
1710,5,0,0.0,0,0.0,297,1.4817458398413389e-06,1.0,4.58787351825416
1710,6,0,0.0,0,0.0,213,1.0626662083710612e-06,1.0,4.587873937333791
1710,7,0,0.0,0,0.0,288,1.4368444507552377e-06,1.0,4.587873563155549
1720,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1720,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1720,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1720,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1720,4,1,0.5235987755982988,0,0.0,227,1.1325128136161074e-06,1.0,4.064275091888887
1720,5,0,0.0,0,0.0,297,1.4817458398413389e-06,1.0,4.58787351825416
1720,6,0,0.0,0,0.0,211,1.0526881219074833e-06,1.0,4.587873947311878
1720,7,0,0.0,0,0.0,288,1.4368444507552377e-06,1.0,4.587873563155549
1730,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1730,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1730,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1730,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1730,4,1,0.5235987755982988,0,0.0,225,1.1225347271525294e-06,1.0,4.064275101866974
1730,5,0,0.0,0,0.0,295,1.4717677533777609e-06,1.0,4.5878735282322465
1730,6,0,0.0,0,0.0,210,1.047699078675694e-06,1.0,4.587873952300921
1730,7,0,0.0,0,0.0,286,1.4268663642916597e-06,1.0,4.587873573133635
1740,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1740,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1740,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1740,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1740,4,1,0.5235987755982988,0,0.0,221,1.1025785542253734e-06,1.0,4.0642751218231465
1740,5,0,0.0,0,0.0,293,1.4617896669141827e-06,1.0,4.587873538210332
1740,6,0,0.0,0,0.0,210,1.047699078675694e-06,1.0,4.587873952300921
1740,7,0,0.0,0,0.0,286,1.4268663642916597e-06,1.0,4.587873573133635
1750,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1750,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1750,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1750,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1750,4,1,0.5235987755982988,0,0.0,221,1.1025785542253734e-06,1.0,4.0642751218231465
1750,5,0,0.0,0,0.0,290,1.4468225372188157e-06,1.0,4.587873553177462
1750,6,0,0.0,0,0.0,207,1.032731948980327e-06,1.0,4.587873967268051
1750,7,0,0.0,0,0.0,287,1.4318554075234487e-06,1.0,4.587873568144592
1760,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1760,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1760,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1760,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1760,4,1,0.5235987755982988,0,0.0,219,1.0926004677617954e-06,1.0,4.064275131801233
1760,5,0,0.0,0,0.0,287,1.4318554075234487e-06,1.0,4.587873568144592
1760,6,0,0.0,0,0.0,204,1.01776481928496e-06,1.0,4.58787398223518
1760,7,0,0.0,0,0.0,288,1.4368444507552377e-06,1.0,4.587873563155549
1770,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
1770,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1770,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1770,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
1770,4,1,0.5235987755982988,0,0.0,224,1.1175456839207404e-06,1.0,4.064275106856017
1770,5,0,0.0,0,0.0,281,1.4019211481327145e-06,1.0,4.587873598078851
1770,6,0,0.0,0,0.0,201,1.0027976895895929e-06,1.0,4.58787399720231
1770,7,0,0.0,0,0.0,287,1.4318554075234487e-06,1.0,4.587873568144592
