Timestep,Sector,Num CellSmutans,OccupiedSpace CellSmutans,Num CellSmitis,OccupiedSpace CellSmitis,Num Macromoleculeahl,OccupiedSpace Macromoleculeahl,Diffusion Rate Macromoleculeahl,EmptySpace Sector
200,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
200,4,1,0.5235987755982988,0,0.0,1334,6.655383671206552e-06,1.0,4.0642695690180295
200,5,0,0.0,0,0.0,1330,6.635427498279396e-06,1.0,4.587868364572501
200,6,0,0.0,0,0.0,1054,5.258451566305627e-06,1.0,4.587869741548433
200,7,0,0.0,0,0.0,1025,5.113769312583745e-06,1.0,4.587869886230687
210,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
210,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
210,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
210,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
210,4,1,0.5235987755982988,0,0.0,1327,6.620460368584029e-06,1.0,4.064269603941332
210,5,0,0.0,0,0.0,1330,6.635427498279396e-06,1.0,4.587868364572501
210,6,0,0.0,0,0.0,1054,5.258451566305627e-06,1.0,4.587869741548433
210,7,0,0.0,0,0.0,1025,5.113769312583745e-06,1.0,4.587869886230687
220,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
220,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
220,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
220,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
220,4,1,0.5235987755982988,0,0.0,1318,6.575558979497928e-06,1.0,4.064269648842721
220,5,0,0.0,0,0.0,1322,6.595515152425084e-06,1.0,4.587868404484847
220,6,0,0.0,0,0.0,1052,5.248473479842049e-06,1.0,4.58786975152652
220,7,0,0.0,0,0.0,1032,5.148692615206268e-06,1.0,4.587869851307384
230,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
230,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
230,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
230,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
230,4,1,0.5235987755982988,0,0.0,1315,6.560591849802561e-06,1.0,4.064269663809851
230,5,0,0.0,0,0.0,1314,6.555602806570772e-06,1.0,4.587868444397193
230,6,0,0.0,0,0.0,1048,5.228517306914893e-06,1.0,4.587869771482692
230,7,0,0.0,0,0.0,1033,5.153681658438057e-06,1.0,4.587869846318341
240,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
240,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
240,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
240,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
240,4,1,0.5235987755982988,0,0.0,1307,6.520679503948249e-06,1.0,4.064269703722196
240,5,0,0.0,0,0.0,1313,6.550613763338983e-06,1.0,4.587868449386236
240,6,0,0.0,0,0.0,1051,5.24348443661026e-06,1.0,4.587869756515563
240,7,0,0.0,0,0.0,1029,5.133725485510901e-06,1.0,4.587869866274514
250,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
250,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
250,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
250,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
250,4,1,0.5235987755982988,0,0.0,1301,6.490745244557514e-06,1.0,4.064269733656456
250,5,0,0.0,0,0.0,1308,6.525668547180038e-06,1.0,4.587868474331453
250,6,0,0.0,0,0.0,1054,5.258451566305627e-06,1.0,4.587869741548433
250,7,0,0.0,0,0.0,1030,5.13871452874269e-06,1.0,4.587869861285471
260,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
260,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
260,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
260,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
260,4,1,0.5235987755982988,0,0.0,1296,6.465800028398569e-06,1.0,4.0642697586016725
260,5,0,0.0,0,0.0,1299,6.480767158093936e-06,1.0,4.587868519232841
260,6,0,0.0,0,0.0,1055,5.263440609537416e-06,1.0,4.58786973655939
260,7,0,0.0,0,0.0,1034,5.158670701669846e-06,1.0,4.587869841329298
270,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
270,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
270,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
270,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
270,4,1,0.5235987755982988,0,0.0,1292,6.445843855471413e-06,1.0,4.064269778557845
270,5,0,0.0,0,0.0,1296,6.465800028398569e-06,1.0,4.587868534199971
270,6,0,0.0,0,0.0,1051,5.24348443661026e-06,1.0,4.587869756515563
270,7,0,0.0,0,0.0,1033,5.153681658438057e-06,1.0,4.587869846318341
280,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
280,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
280,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
280,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
280,4,1,0.5235987755982988,0,0.0,1270,6.336084904372055e-06,1.0,4.0642698883167965
280,5,0,0.0,0,0.0,1291,6.440854812239624e-06,1.0,4.587868559145187
280,6,0,0.0,0,0.0,1056,5.268429652769205e-06,1.0,4.587869731570347
280,7,0,0.0,0,0.0,1035,5.163659744901635e-06,1.0,4.587869836340254
290,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
290,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
290,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
290,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
290,4,1,0.5235987755982988,0,0.0,1190,5.936961445828933e-06,1.0,4.064270287440255
290,5,0,0.0,0,0.0,1280,6.3859753366899454e-06,1.0,4.5878686140246625
290,6,0,0.0,0,0.0,1034,5.158670701669846e-06,1.0,4.587869841329298
290,7,0,0.0,0,0.0,1034,5.158670701669846e-06,1.0,4.587869841329298
300,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
300,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
300,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
300,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
300,4,1,0.5235987755982988,0,0.0,1148,5.727421630093795e-06,1.0,4.064270496980071
300,5,0,0.0,0,0.0,1268,6.326106817908477e-06,1.0,4.5878686738931815
300,6,0,0.0,0,0.0,1007,5.0239665344115424e-06,1.0,4.587869976033465
300,7,0,0.0,0,0.0,1035,5.163659744901635e-06,1.0,4.587869836340254
310,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
310,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
310,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
310,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
310,4,1,0.5235987755982988,0,0.0,1107,5.522870857590445e-06,1.0,4.064270701530843
310,5,0,0.0,0,0.0,1262,6.296172558517743e-06,1.0,4.587868703827441
310,6,0,0.0,0,0.0,990,4.9391527994711295e-06,1.0,4.5878700608472
310,7,0,0.0,0,0.0,1031,5.143703571974479e-06,1.0,4.587869856296427
320,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
320,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
320,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
320,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
320,4,1,0.5235987755982988,0,0.0,1087,5.4230899929546645e-06,1.0,4.064270801311707
320,5,0,0.0,0,0.0,1256,6.266238299127009e-06,1.0,4.587868733761701
320,6,0,0.0,0,0.0,976,4.869306194226084e-06,1.0,4.587870130693806
320,7,0,0.0,0,0.0,1026,5.118758355815534e-06,1.0,4.587869881241644
330,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
330,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
330,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
330,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
330,4,1,0.5235987755982988,0,0.0,1056,5.268429652769205e-06,1.0,4.064270955972048
330,5,0,0.0,0,0.0,1251,6.241293082968064e-06,1.0,4.587868758706916
330,6,0,0.0,0,0.0,963,4.804448632212826e-06,1.0,4.587870195551368
330,7,0,0.0,0,0.0,1017,5.073856966729433e-06,1.0,4.587869926143033
340,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
340,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
340,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
340,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
340,4,1,0.5235987755982988,0,0.0,1037,5.173637831365213e-06,1.0,4.064271050763869
340,5,0,0.0,0,0.0,1243,6.201380737113752e-06,1.0,4.5878687986192626
340,6,0,0.0,0,0.0,938,4.6797225514181e-06,1.0,4.587870320277448
340,7,0,0.0,0,0.0,1009,5.033944620875121e-06,1.0,4.587869966055378
350,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
350,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
350,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
350,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
350,4,1,0.5235987755982988,0,0.0,1014,5.058889837034066e-06,1.0,4.0642711655118635
350,5,0,0.0,0,0.0,1224,6.10658891570976e-06,1.0,4.587868893411084
350,6,0,0.0,0,0.0,931,4.644799248795577e-06,1.0,4.58787035520075
350,7,0,0.0,0,0.0,1006,5.0189774911797534e-06,1.0,4.587869981022508
360,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
360,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
360,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
360,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
360,4,1,0.5235987755982988,0,0.0,994,4.9591089723982855e-06,1.0,4.064271265292728
360,5,0,0.0,0,0.0,1207,6.021775180769347e-06,1.0,4.587868978224819
360,6,0,0.0,0,0.0,914,4.559985513855164e-06,1.0,4.587870440014486
360,7,0,0.0,0,0.0,1001,4.9940322750208085e-06,1.0,4.587870005967725
370,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
370,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
370,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
370,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
370,4,1,0.5235987755982988,0,0.0,970,4.839371934835349e-06,1.0,4.064271385029766
370,5,0,0.0,0,0.0,1200,5.986851878146823e-06,1.0,4.587869013148121
370,6,0,0.0,0,0.0,898,4.4801608221465395e-06,1.0,4.587870519839178
370,7,0,0.0,0,0.0,1000,4.9890432317890195e-06,1.0,4.587870010956768
380,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
380,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
380,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
380,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
380,4,1,0.5235987755982988,0,0.0,949,4.73460202696778e-06,1.0,4.0642714897996735
380,5,0,0.0,0,0.0,1112,5.54781607374939e-06,1.0,4.587869452183925
380,6,0,0.0,0,0.0,882,4.400336130437916e-06,1.0,4.587870599663869
380,7,0,0.0,0,0.0,979,4.884273323921451e-06,1.0,4.587870115726676
390,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
390,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
390,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
390,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
390,4,1,0.5235987755982988,0,0.0,923,4.604886902941265e-06,1.0,4.064271619514797
390,5,0,0.0,0,0.0,1082,5.3981447767957195e-06,1.0,4.587869601855223
390,6,0,0.0,0,0.0,865,4.315522395497502e-06,1.0,4.587870684477604
390,7,0,0.0,0,0.0,962,4.799459588981037e-06,1.0,4.587870200540411
400,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
400,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
400,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
400,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
400,4,1,0.5235987755982988,0,0.0,901,4.4951279518419065e-06,1.0,4.064271729273749
400,5,0,0.0,0,0.0,1045,5.213550177219526e-06,1.0,4.587869786449822
400,6,0,0.0,0,0.0,846,4.220730574093511e-06,1.0,4.5878707792694255
400,7,0,0.0,0,0.0,948,4.729612983735991e-06,1.0,4.587870270387016
410,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
410,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
410,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
410,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
410,4,1,0.5235987755982988,0,0.0,874,4.360423784583603e-06,1.0,4.0642718639779165
410,5,0,0.0,0,0.0,1019,5.083835053193011e-06,1.0,4.587869916164946
410,6,0,0.0,0,0.0,831,4.145894925616675e-06,1.0,4.5878708541050734
410,7,0,0.0,0,0.0,929,4.634821162331999e-06,1.0,4.587870365178837
420,0,0,0.0,1,2.1446605848506324,0,0.0,1.0,2.443214415149367
420,1,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
420,2,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
420,3,0,0.0,0,0.0,0,0.0,1.0,4.5878749999999995
420,4,1,0.5235987755982988,0,0.0,856,4.270621006411401e-06,1.0,4.064271953780694
420,5,0,0.0,0,0.0,991,4.9441418427029185e-06,1.0,4.587870055858157
420,6,0,0.0,0,0.0,819,4.086026406835207e-06,1.0,4.5878709139735925
420,7,0,0.0,0,0.0,916,4.569963600318742e-06,1.0,4.587870430036399
